,X,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,plastic_or_not,Length..microns.,Width..microns.,Min.Projected.Height..microns.,Max.Projected.Height..microns.,Projected.Height..microns.,Density..mg.microns3.,X5..Density..mg.microns3.,X95..Density..mg.microns3.,X10..Density..mg.microns3.,X90..Density..mg.microns3.,Min.Projected.Width..microns.,Max.Projected.Width..microns.,Projected.Width..microns.,Height..microns.,a,b,c,CSF,Deqi,water.density,particle.density_mean,W_adj_mean,Rouse_adj_mean,particle.density_10,W_adj_10,Rouse_adj_10,particle.density_90,W_adj_90,Rouse_adj_90
1704,1704,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_42,42,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.174,0.709,0.403,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709,403,7.09,709,358.045,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,70.9,709,389.95,358.045,0.000709,0.000403,0.000358045,0.669825956,0.000467695,998,1450,0.040629753,1.329508772,1290,0.031260134,1.02291102,1610,0.048731747,1.594626583
1705,1705,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_43,43,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.298,1.182,0.347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1182,347,11.82,347,179.41,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,118.2,1182,650.1,179.41,0.001182,0.000347,0.00017941,0.28013874,0.000419049,998,1450,0.022056274,0.721737349,1290,0.016969881,0.555297643,1610,0.026454524,0.865659247
1706,1706,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_44,44,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.357,0.923,0.581,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923,581,9.23,923,466.115,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,92.3,923,507.65,466.115,0.000923,0.000581,0.000466115,0.636508434,0.000629927,998,1450,0.050004763,1.636282903,1290,0.038473174,1.258940029,1610,0.05997623,1.962574651
1707,1707,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_45,45,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.469,2.133,0.384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2133,384,21.33,384,202.665,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,213.3,2133,1173.15,202.665,0.002133,0.000384,0.000202665,0.223932801,0.000549583,998,1450,0.023954888,0.783864811,1290,0.018430656,0.603097903,1610,0.028731741,0.940175567
1708,1708,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_46,46,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.249,0.884,0.412,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884,412,8.84,412,210.42,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,88.4,884,486.2,210.42,0.000884,0.000412,0.00021042,0.348668149,0.000424762,998,1450,0.025424967,0.831969521,1290,0.01956172,0.640109196,1610,0.030494968,0.997872855
1709,1709,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_47,47,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.081,0.395,0.315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,315,3.95,395,199.475,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,39.5,395,217.25,199.475,0.000395,0.000315,0.000199475,0.565502656,0.000291697,998,1450,0.025159561,0.823284756,1290,0.019357519,0.633427223,1610,0.030176637,0.987456258
1710,1710,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_50,50,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.167,0.591,0.429,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,429,5.91,591,298.455,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,59.1,591,325.05,298.455,0.000591,0.000429,0.000298455,0.592729404,0.000422968,998,1450,0.034838289,1.139997338,1290,0.026804238,0.877102779,1610,0.041785404,1.367324607
1711,1711,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_51,51,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.056,0.509,0.196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,196,5.09,196,100.545,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,50.9,509,279.95,100.545,0.000509,0.000196,0.000100545,0.318327055,0.000215664,998,1450,0.013997267,0.458026147,1290,0.01076936,0.352400829,1610,0.016788467,0.549361302
1712,1712,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_53,53,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.14,0.588,0.365,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588,365,5.88,588,296.94,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,58.8,588,323.4,296.94,0.000588,0.000365,0.00029694,0.640963957,0.000399435,998,1450,0.034878182,1.141302729,1290,0.026834931,0.878107134,1610,0.041833252,1.368890307
1713,1713,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_54,54,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.219,1.047,0.414,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047,414,10.47,414,212.235,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,104.7,1047,575.85,212.235,0.001047,0.000414,0.000212235,0.322361742,0.000451427,998,1450,0.025466727,0.833336023,1290,0.01959385,0.641160569,1610,0.030545056,0.999511852
1714,1714,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_57,57,black,Non-Fiber,Black,0,"rubbery texture, bounces back, emits a powdery form.",done,0.139,0.664,0.375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664,375,6.64,664,335.32,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,66.4,664,365.2,335.32,0.000664,0.000375,0.00033532,0.671985317,0.000437072,998,1450,0.038561582,1.261832968,1290,0.029668904,0.970841919,1610,0.046251161,1.513455523
1715,1715,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_11,11,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.365,0.925,0.663,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,663,9.25,925,467.125,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,92.5,925,508.75,467.125,0.000925,0.000663,0.000467125,0.596493177,0.000659219,998,1450,0.049875066,1.632038899,1290,0.038373387,1.255674734,1610,0.05982067,1.957484348
1716,1716,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_16,16,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.281,1.275,0.479,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1275,479,12.75,479,245.875,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,127.5,1275,701.25,245.875,0.001275,0.000479,0.000245875,0.314623765,0.000531521,998,1450,0.028601418,0.935911072,1290,0.022005651,0.720080806,1610,0.034304837,1.122541427
1717,1717,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_17,17,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.181,0.714,0.303,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,303,7.14,303,155.07,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,71.4,714,392.7,155.07,0.000714,0.000303,0.00015507,0.333393683,0.00032252,998,1450,0.019857109,0.649775062,1290,0.015277865,0.499930564,1610,0.023816822,0.779346935
1718,1718,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_18,18,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.196,0.732,0.411,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,411,7.32,732,369.66,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.2,732,402.6,369.66,0.000732,0.000411,0.00036966,0.673947409,0.000480897,998,1450,0.04169785,1.364459616,1290,0.032081917,1.049801856,1610,0.050012833,1.636546986
1719,1719,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_19,19,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.637,1.207,0.815,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1207,815,12.07,1207,609.535,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,120.7,1207,663.85,609.535,0.001207,0.000815,0.000609535,0.614562716,0.000843246,998,1450,0.061830102,2.023238051,1290,0.047571474,1.556659528,1610,0.074159664,2.426692661
1720,1720,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_29,29,black,Non-Fiber,Black,0,"rubbery texture, bounces back, emits a powdery form.",0,0.543,1.365,0.643,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1365,643,13.65,643,328.325,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,136.5,1365,750.75,328.325,0.001365,0.000643,0.000328325,0.350454903,0.000660515,998,1450,0.036306295,1.188034238,1290,0.027933708,0.9140619,1610,0.043546146,1.424940562
1721,1721,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_34,34,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.202,0.753,0.531,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,531,7.53,753,380.265,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,75.3,753,414.15,380.265,0.000753,0.000531,0.000380265,0.601369788,0.000533735,998,1450,0.042329371,1.385124599,1290,0.032567804,1.065701292,1610,0.050770286,1.661332782
1722,1722,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_36,36,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.261,0.867,0.642,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,867,642,8.67,867,437.835,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,86.7,867,476.85,437.835,0.000867,0.000642,0.000437835,0.586858518,0.000624628,998,1450,0.047305747,1.54796425,1290,0.036396578,1.190988523,1610,0.056739003,1.856644344
1723,1723,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_37,37,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.129,0.733,0.325,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733,325,7.33,325,166.165,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.3,733,403.15,166.165,0.000733,0.000325,0.000166165,0.340444156,0.000340807,998,1450,0.021015094,0.687667267,1290,0.016168807,0.529084456,1610,0.025205721,0.824795238
1724,1724,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_38,38,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.23,1.13,0.376,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130,376,11.3,376,193.65,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,113,1130,621.5,193.65,0.00113,0.000376,0.00019365,0.297087485,0.000434939,998,1450,0.023538002,0.770223225,1290,0.018109908,0.592602201,1610,0.028231723,0.923813708
1725,1725,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_40,40,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.416,1.032,0.631,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032,631,10.32,1032,521.16,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,103.2,1032,567.6,521.16,0.001032,0.000631,0.00052116,0.64582752,0.000697525,998,1450,0.054728632,1.790859913,1290,0.042107673,1.377870066,1610,0.065642088,2.147975916
1726,1726,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_42,42,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.139,1.035,0.266,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1035,266,10.35,266,138.175,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,103.5,1035,569.25,138.175,0.001035,0.000266,0.000138175,0.263341,0.000336318,998,1450,0.01782412,0.583250512,1290,0.013713704,0.448747228,1610,0.021378434,0.699556702
1727,1727,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_45,45,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,1.439,2.651,0.935,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2651,935,26.51,935,480.755,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,265.1,2651,1458.05,480.755,0.002651,0.000935,0.000480755,0.305360699,0.001060185,998,1450,0.048807874,1.597117649,1290,0.0375523,1.228806667,1610,0.058540669,1.91559944
1728,1728,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_47,47,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.24,0.79,0.501,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,501,7.9,790,398.95,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,79,790,434.5,398.95,0.00079,0.000501,0.00039895,0.634141332,0.000540498,998,1450,0.044141167,1.444411147,1290,0.033961781,1.111315781,1610,0.052943372,1.73244168
1729,1729,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_48,48,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,1.16,2.28,0.823,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2280,823,22.8,823,422.9,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,228,2280,1254,422.9,0.00228,0.000823,0.0004229,0.308723966,0.000925815,998,1450,0.04408168,1.442464575,1290,0.033916012,1.109818107,1610,0.052872023,1.730106941
1730,1730,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_51,51,black,Non-Fiber,Black,0,"rubbery texture, bounces back, broke into multiple pieces.",done,0.77,1.419,0.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1419,850,14.19,1419,716.595,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,141.9,1419,780.45,716.595,0.001419,0.00085,0.000716595,0.652488878,0.000952559,998,1450,0.070656782,2.312069465,1290,0.054362636,1.778883587,1610,0.084746476,2.773120048
1731,1731,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_58,58,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,2.115,2.722,1.212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2722,1212,27.22,1212,619.61,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,272.2,2722,1497.1,619.61,0.002722,0.001212,0.00061961,0.341132461,0.001269121,998,1450,0.060235553,1.971060356,1290,0.046344644,1.51651452,1610,0.072247146,2.364110192
1732,1732,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_60,60,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.216,0.799,0.544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799,544,7.99,799,403.495,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,79.9,799,439.45,403.495,0.000799,0.000544,0.000403495,0.612019582,0.000559751,998,1450,0.044437694,1.454114256,1290,0.034189926,1.118781258,1610,0.05329903,1.74407969
1733,1733,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_J_5,5,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.116,0.591,0.351,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,351,5.91,591,298.455,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,59.1,591,325.05,298.455,0.000591,0.000351,0.000298455,0.655287012,0.000395601,998,1450,0.035072104,1.147648367,1290,0.026984133,0.882989406,1610,0.042065845,1.37650133
1734,1734,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_J_10,10,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.152,0.755,0.302,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,302,7.55,302,154.775,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,75.5,755,415.25,154.775,0.000755,0.000302,0.000154775,0.32413346,0.000328008,998,1450,0.019789685,0.647568765,1290,0.015225989,0.498233062,1610,0.023735952,0.77670068
1735,1735,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_J_19,19,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.229,0.641,0.476,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,476,6.41,641,323.705,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,64.1,641,352.55,323.705,0.000641,0.000476,0.000323705,0.586026043,0.000462244,998,1450,0.037148728,1.215600786,1290,0.028581867,0.935271332,1610,0.044556569,1.458004165
1736,1736,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_J_20,20,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,1.455,2.114,1.249,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2114,1249,21.14,2114,1067.57,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,211.4,2114,1162.7,1067.57,0.002114,0.001249,0.00106757,0.656995886,0.001412607,998,1450,0.097241406,3.181985899,1290,0.074816585,2.448188766,1610,0.116632349,3.816506823
1737,1737,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_J_24,24,black,Non-Fiber,Black,0,broke into multiple pieces and could make dents in the particle.,done,0.306,0.947,0.662,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947,662,9.47,947,478.235,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,94.7,947,520.85,478.235,0.000947,0.000662,0.000478235,0.604000604,0.000669293,998,1450,0.050864199,1.664405833,1290,0.039134416,1.280577536,1610,0.061007046,1.996305583
1738,1738,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_J_25,25,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.15,0.574,0.432,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,432,5.74,574,289.87,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,57.4,574,315.7,289.87,0.000574,0.000432,0.00028987,0.582110524,0.000415783,998,1450,0.03399327,1.112346173,1290,0.026154089,0.855828244,1610,0.04077188,1.334159513
1739,1739,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_J_30,30,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.36,1.284,0.468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1284,468,12.84,468,240.42,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,128.4,1284,706.2,240.42,0.001284,0.000468,0.00024042,0.310145264,0.000524719,998,1450,0.028065801,0.91838434,1290,0.021593553,0.706595911,1610,0.033662413,1.101519683
1740,1740,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_J_33,33,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.127,0.61,0.307,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,307,6.1,307,156.55,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,61,610,335.5,156.55,0.00061,0.000307,0.00015655,0.361758685,0.000308347,998,1450,0.020117794,0.658305334,1290,0.015478433,0.506493672,1610,0.02412949,0.789578231
1741,1741,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_J_38,38,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.167,0.652,0.425,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,425,6.52,652,329.26,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,65.2,652,358.6,329.26,0.000652,0.000425,0.00032926,0.62549049,0.000450186,998,1450,0.037821829,1.237626343,1290,0.029099744,0.952217579,1610,0.045363893,1.484421847
1742,1742,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_J_39,39,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.159,0.636,0.423,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636,423,6.36,636,321.18,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,63.6,636,349.8,321.18,0.000636,0.000423,0.00032118,0.619226811,0.000442095,998,1450,0.037052605,1.212455376,1290,0.028507911,0.932851284,1610,0.044441277,1.454231528
1743,1743,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_J_41,41,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,2.274,2.887,1.874,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2887,1874,28.87,2887,1457.935,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,288.7,2887,1587.85,1457.935,0.002887,0.001874,0.001457935,0.626801427,0.001990604,998,1450,0.124383419,4.070141549,1290,0.095699384,3.131527019,1610,0.14918676,4.881769903
