"","X","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Site.Code","Flow.Type","Loc.Code","X.Sec.Loc","Test.Group","Depth..m.","Event","Field.ID","Sample.ID","Unique.ID","Particle","Color","X1st.Order.Morph","Color.Group","Confidence....","Comment","QA_Color.Morph","Projected.SA..mm2.","length_mm","width_mm","lengthfiber_mm","OS..Y.N.","filename","Batch..Y.N.","max_cor_new","SpectrumIdentity","Organization","SpectralCollectionMode","InstrumentMode","InstrumentMode.1","library_type","polymer_class","polymer","plastic_or_not","Length..microns.","Width..microns.","material.1","Min.Projected.Height..microns.","Max.Projected.Height..microns.","Projected.Height..microns.","Density..mg.microns3.","X5..Density..mg.microns3.","X95..Density..mg.microns3.","X10..Density..mg.microns3.","X90..Density..mg.microns3.","Min.Projected.Width..microns.","Max.Projected.Width..microns.","Projected.Width..microns.","Height..microns.","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj","slope","g","shear_velocity","Rouse","Rouse_adj"
"134",134,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Stormflow","3","T","Inside Thalweg",1.81,"SF-4","SDC-SF-4-N-3","SDC-SF-4","SDC-SF-4-N-3_S1-5_E_14",14,"black","Fiber","Black",0,"0","0",9.77e-05,2.484,0.575,2.484,"Y","SDC-SF-4-N-3_S1-5_E_14.SPA","Y",0.8,"PET","Win Cowger and Sebastian Primpke","Transmission","0","Transmission","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",2484,575,NA,2.484,575,288.742,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,2.484,1242,622.242,288.742,0.002484,0.000575,0.000288742,0.241601842646885,0.000288742,998,1460,0.462925851703407,4.78156548059549,NA,0.0286863918444395,8.28296615394714,2.12460053145443,0.0286863918444395,0.002,9.81,0.188446809471532,0.380563511858939,0.380563511858939
"135",135,"Polyesters","fiber","POLYESTERS","fiber","SDC","Stormflow","3","T","Inside Thalweg",1.81,"SF-4","SDC-SF-4-N-3","SDC-SF-4","SDC-SF-4-N-3_S1-5_F_7",7,"black","Fiber","Black",0,"0","0",7.33e-05,1.874,0.47,1.874,"Y","SDC-SF-4-N-3_S1-5_F_7.SPA","Y",0.9,"PES","Win Cowger and Sebastian Primpke","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",1874,470,NA,1.874,937,469.437,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,1.874,937,469.437,469.437,0.001874,0.00047,0.000469437,0.500199893021503,0.000469437,998,1270,0.272545090180361,6.51548036190539,NA,0.0290767446876758,13.6496997959485,1.97939221257212,0.0290767446876758,0.002,9.81,0.188446809471532,0.385742066544091,0.385742066544091
"136",136,"PP","fiber","POLY(PROPYLENE)","fiber","SDC","Stormflow","1","RB","Outside Thalweg_1",0.37,"SF-5","SDC-SF-5-N-1","SDC-SF-5","SDC-SF-5-N-1_S0-0_B_3",3,"blue","Fiber","Blue",0,"lot of OM stuck to it","done",0.847,2.852,1.105,0,"Y","SDC-SF-5-N-1_B_3.SPA","Y",0.8,"polypropylene","Aline Carvalho","ATR","0","ATR","0","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",2852,1105,NA,2.852,1426,714.426,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,2.852,1426,714.426,714.426,0.002852,0.001105,0.000714426,0.402440195944959,0.000714426,998,1000,0.00200400801603218,1.92817629186497,NA,0.00203205712495104,1.45175444355027,4.53516011462851,0.00203205712495104,0.002,9.81,0.0852021126498633,0.0596246108738448,0.0596246108738448
"137",137,"PET","fiber bundle","POLY(ETHYLENE TEREPHTHALATE)","fiber bundle","SDC","Stormflow","3","LB",NA,0.35,"SF-5","SDC-SF-5-N-3","SDC-SF-5","SDC-SF-5-N-3_S0-0_A_6",6,"pink","Fiber","Red",0,"fibers wrapped around each other like a rope.","done",1.693,7.197,0.642,0,"Y","SDC-SF-5-N-3_A_6.SPA","Y",0.9,"PET.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",7197,642,NA,7.197,719.7,363.4485,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,719.7,7197,3958.35,363.4485,0.007197,0.000642,0.0003634485,0.169082871762235,0.0003634485,998,1460,0.462925851703407,6.01870459293837,NA,0.0358378041894829,13.0251961759613,1.71348092693745,0.0358378041894829,0.002,9.81,0.0828673639015988,1.08117968589054,1.08117968589054
"138",138,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Stormflow","1","RB","Outside Thalweg_1",0.54,"SF-3","SDC-SF-3-N-1","SDC-SF-3","SDC-SF-3-N-1_S0-0_A_14",14,"black","Fiber","Black",0,"0","0",0.09,2.45,0.375,0,"Y","SDC-SF-3-N-1_S0-0_A_14.SPA","Y",0.7,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",2450,375,NA,2.45,375,188.725,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,2.45,1225,613.725,188.725,0.00245,0.000375,0.000188725,0.196893218409833,0.000188725,998,1460,0.462925851703407,3.12528466702241,NA,0.0199732035653318,3.76944284286724,2.8645285536063,0.0199732035653318,0.002,9.81,0.10293104487957,0.485111260375832,0.485111260375832
"139",139,"PP","fiber","POLY(PROPYLENE)","fiber","SDC","Stormflow","1","RB","Outside Thalweg_1",0.54,"SF-3","SDC-SF-3-N-1","SDC-SF-3","SDC-SF-3-N-1_S0-0_L_28",28,"black","Fiber","Black",0,"0","0",0.000317,3.488,0.749,3.488,"Y","SDC-SF-3-N-1_S0-0_L_28.SPA","Y",0.9,"PP 54. Red Fragment","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",3488,749,NA,3.488,749,376.244,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,3.488,1744,873.744,376.244,0.003488,0.000749,0.000376244,0.232777197878113,0.000376244,998,1000,0.00200400801603218,1.01545123043736,NA,0.00113316215461351,0.426345461700405,7.68055596926547,0.00113316215461351,0.002,9.81,0.10293104487957,0.0275223611093067,0.0275223611093067
"140",140,"PP","fiber","POLY(PROPYLENE)","fiber","SDC","Stormflow","1","RB","Outside Thalweg_1",0.54,"SF-3","SDC-SF-3-N-1","SDC-SF-3","SDC-SF-3-N-1_S0-0_O_27",27,"gray","Fiber","Black",0,"0","0",0.06,7.084,0.722,7.084,"Y","SDC-SF-3-N-1_S0-0_O_27.SPA","Y",0.8,"PP 48. Brown Fragment","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",7084,722,NA,7.084,722,364.542,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,7.084,3542,1774.542,364.542,0.007084,0.000722,0.000364542,0.161190594441388,0.000364542,998,1000,0.00200400801603218,0.983868506729932,NA,0.00110676528168413,0.403462429315695,7.80088213033917,0.00110676528168413,0.002,9.81,0.10293104487957,0.0268812310945413,0.0268812310945413
"141",141,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Stormflow","2","SC",NA,1.06,"SF-3","SDC-SF-3-N-2","SDC-SF-3","SDC-SF-3-N-2_S0-0_B_89",89,"black","Fiber","Black",0,"0","0",0.011,1.34,0.482,1.34,"Y","SDC-SF-3-N-2_S0-0_B_89.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1340,482,NA,1.34,670,335.67,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,1.34,670,335.67,335.67,0.00134,0.000482,0.00033567,0.417673200588243,0.00033567,998,1460,0.462925851703407,5.55869282913981,NA,0.0311042475422241,10.4407627724984,2.10083675835757,0.0311042475422241,0.002,9.81,0.144212343438417,0.539209175868959,0.539209175868959
"142",142,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Stormflow","2","SC",NA,1.06,"SF-3","SDC-SF-3-N-2","SDC-SF-3","SDC-SF-3-N-2_S0-0_D_9",9,"black","Fiber","Black",0,"0","0",0.025,2.906,0.583,2.906,"Y","SDC-SF-3-N-2_S0-0_D_9.SPA","Y",0.7,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",2906,583,NA,2.906,583,292.953,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,2.906,1453,727.953,292.953,0.002906,0.000583,0.000292953,0.225069096436925,0.000292953,998,1460,0.462925851703407,4.85129961085291,NA,0.0291916425645606,8.55177926421571,2.08161334119874,0.0291916425645606,0.002,9.81,0.144212343438417,0.506053120498423,0.506053120498423
"143",143,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Stormflow","2","SC",NA,1.06,"SF-3","SDC-SF-3-N-2","SDC-SF-3","SDC-SF-3-N-2_S0-0_E_32",32,"pink","Fiber","Red",0,"0","0",0.019,2.152,0.492,2.152,"Y","SDC-SF-3-N-2_S0-0_E_32.SPA","Y",0.7,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",2152,492,NA,2.152,492,247.076,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,2.152,1076,539.076,247.076,0.002152,0.000492,0.000247076,0.240119193995256,0.000247076,998,1460,0.462925851703407,4.0915768148853,NA,0.0250823739196477,6.19725261857088,2.37800336197429,0.0250823739196477,0.002,9.81,0.144212343438417,0.434816696712903,0.434816696712903
"144",144,"PP","fiber","POLY(PROPYLENE)","fiber","SDC","Stormflow","2","SC",NA,1.06,"SF-3","SDC-SF-3-N-2","SDC-SF-3","SDC-SF-3-N-2_S0-0_E_57",57,"gray","Fiber","Black",0,"0","0",0.087,1.18,0.251,0,"Y","SDC-SF-3-N-2_S0-0_E_57.SPA","Y",0.9,"PP 1. Red Straw Fragment","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",1180,251,NA,1.18,251,126.09,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,1.18,590,295.59,126.09,0.00118,0.000251,0.00012609,0.231687594403541,0.00012609,998,1000,0.00200400801603218,0.340306411918454,NA,0.000390642754817036,0.0492561449548801,21.6584959986152,0.000390642754817036,0.002,9.81,0.144212343438417,0.00677200622191975,0.00677200622191975
"145",145,"Polyesters","fiber","POLYESTERS","fiber","SDC","Stormflow","2","SC",NA,1.06,"SF-3","SDC-SF-3-N-2","SDC-SF-3","SDC-SF-3-N-2_S0-0_I_83",83,"black","Fiber","Black",0,"0","0",0.017,1.898,0.357,1.898,"Y","SDC-SF-3-N-2_S0-0_I_83.SPA","Y",0.9,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",1898,357,NA,1.898,357,179.449,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,1.898,949,475.449,179.449,0.001898,0.000357,0.000179449,0.218001172998696,0.000179449,998,1270,0.272545090180361,2.49063545366803,NA,0.0135580412326514,2.43297694115805,3.48011222069074,0.0135580412326514,0.002,9.81,0.144212343438417,0.235036074398878,0.235036074398878
"146",146,"PE","fiber","POLY(ETHYLENE)","fiber","SDC","Stormflow","2","SC",NA,1.06,"SF-3","SDC-SF-3-N-2","SDC-SF-3","SDC-SF-3-N-2_S0-0_K_96",96,"gray","Fiber","Black",0,"0","0",0.118,1.177,0.299,0,"Y","SDC-SF-3-N-2_S0-0_K_96.SPA","Y",0.7,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1177,299,NA,1.177,588.5,294.8385,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,1.177,588.5,294.8385,294.8385,0.001177,0.000299,0.0002948385,0.49700455321831,0.0002948385,998,1270,0.272545090180361,4.09216669475061,NA,0.0199405523021188,5.87924252992824,2.64335768683689,0.0199405523021188,0.002,9.81,0.144212343438417,0.345680401321437,0.345680401321437
"147",147,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Stormflow","2","SC",NA,1.06,"SF-3","SDC-SF-3-N-2","SDC-SF-3","SDC-SF-3-N-2_S0-0_N_29",29,"pink","Fiber","Red",0,"0","0",0.024,2.726,0.703,2.726,"Y","SDC-SF-3-N-2_S0-0_N_29.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",2726,703,NA,2.726,1363,682.863,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,2.726,1363,682.863,682.863,0.002726,0.000703,0.000682863,0.493279416257719,0.000682863,998,1460,0.462925851703407,11.3082064568919,NA,0.0527606172904897,36.0282734048357,1.48536444417023,0.0527606172904897,0.002,9.81,0.144212343438417,0.914634212865072,0.914634212865072
"148",148,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Stormflow","2","SC",NA,1.06,"SF-3","SDC-SF-3-N-2","SDC-SF-3","SDC-SF-3-N-2_S0-0_O_5",5,"gray","Fiber","Black",0,"0","0",0.024,2.74,0.946,2.74,"Y","SDC-SF-3-N-2_S0-0_O_5.SPA","Y",0.8,"PET.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",2740,946,NA,2.74,1370,686.37,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,2.74,1370,686.37,686.37,0.00274,0.000946,0.00068637,0.426321704303515,0.00068637,998,1460,0.462925851703407,11.3662823521217,NA,0.054006688371503,37.0685706975485,1.42489340365832,0.054006688371503,0.002,9.81,0.144212343438417,0.93623553788524,0.93623553788524
"149",149,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Stormflow","2","SC",NA,1.06,"SF-3","SDC-SF-3-N-2","SDC-SF-3","SDC-SF-3-N-2_S0-0_O_56",56,"white","Fiber","White",0,"0","0",0.032,3.773,0.738,3.773,"Y","SDC-SF-3-N-2_S0-0_O_56.SPA","Y",0.8,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",3773,738,NA,3.773,738,370.8865,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,3.773,1886.5,945.1365,370.8865,0.003773,0.000738,0.0003708865,0.222264161818444,0.0003708865,998,1460,0.462925851703407,6.14187782040326,NA,0.0356873350787404,13.2359508016812,1.76332338320777,0.0356873350787404,0.002,9.81,0.144212343438417,0.618659509787036,0.618659509787036
"150",150,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Stormflow","2","SC",NA,1.06,"SF-3","SDC-SF-3-N-2","SDC-SF-3","SDC-SF-3-N-2_S0-0_T_4",4,"blue","Fiber","Blue",0,"0","0",0.02,2.375,0.811,2.375,"Y","SDC-SF-3-N-2_S0-0_T_4.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",2375,811,NA,2.375,1187.5,594.9375,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,2.375,1187.5,594.9375,594.9375,0.002375,0.000811,0.0005949375,0.428675941215582,0.0005949375,998,1460,0.462925851703407,9.85216079791571,NA,0.0485326428575967,28.8738892100914,1.52940547046984,0.0485326428575967,0.002,9.81,0.144212343438417,0.841339959195682,0.841339959195682
"151",151,"Polyamides (POLYLACTAMS)","fiber","POLYAMIDES (POLYLACTAMS)","fiber","SDC","Stormflow","2","SC",NA,1.06,"SF-3","SDC-SF-3-N-2","SDC-SF-3","SDC-SF-3-N-2_S0-0_W_11",11,"red","Fiber","Red",0,"0","0",0.208,2.536,0.817,0,"Y","SDC-SF-3-N-2_S0-0_W_11.SPA","Y",0.9,"PA66","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYAMIDES (POLYLACTAMS)","0","plastic",2536,817,NA,2.536,1268,635.268,1.15e-09,9.08e-10,1.7e-09,8.86e-10,1.4e-09,2.536,1268,635.268,635.268,0.002536,0.000817,0.000635268,0.441338004008413,0.000635268,998,1400,0.402805611222445,10.0433474134201,NA,0.0468329750800154,29.7514904131313,1.52600775438176,0.0468329750800154,0.002,9.81,0.144212343438417,0.811875286875399,0.811875286875399
"152",152,"PE","fiber","POLY(ETHYLENE)","fiber","SDC","Stormflow","3","T-1","Inside Thalweg",1.54,"SF-3","SDC-SF-3-N-3","SDC-SF-3","SDC-SF-3-N-3_S0-0_B_47",47,"black","Fiber","Black",0,"0","done",0.000319,3.952,0.77,3.952,"Y","SDC-SF-3-N-3_S0-0_B_47.SPA","Y",0.7,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",3952,770,NA,3.952,770,386.976,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,3.952,1976,989.976,386.976,0.003952,0.00077,0.000386976,0.221835067757385,0.000386976,998,1270,0.272545090180361,5.37097529280543,NA,0.0267165785615248,10.3386747054246,1.93271785313234,0.0267165785615248,0.002,9.81,0.173824048969065,0.38424744331953,0.38424744331953
"153",153,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Stormflow","3","T-1","Inside Thalweg",1.54,"SF-3","SDC-SF-3-N-3","SDC-SF-3","SDC-SF-3-N-3_S0-0_D_27",27,"black","Fiber","Black",0,"0","0",0.085,1.772,0.546,0,"Y","SDC-SF-3-N-3_S0-0_D_27.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1772,546,NA,1.772,886,443.886,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,1.772,886,443.886,443.886,0.001772,0.000546,0.000443886,0.451277070662242,0.000443886,998,1460,0.462925851703407,7.3507490248028,NA,0.0385580729216178,17.1153887568853,1.80783997512337,0.0385580729216178,0.002,9.81,0.173824048969065,0.554556074811027,0.554556074811027
"154",154,"Polyesters","fiber","POLYESTERS","fiber","SDC","Stormflow","3","T-1","Inside Thalweg",1.54,"SF-3","SDC-SF-3-N-3","SDC-SF-3","SDC-SF-3-N-3_S0-0_D_43",43,"black","Fiber","Black",0,"0","0",0.039,1.758,0.466,0,"Y","SDC-SF-3-N-3_S0-0_D_43.SPA","Y",0.9,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",1758,466,NA,1.758,879,440.379,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,1.758,879,440.379,440.379,0.001758,0.000466,0.000440379,0.48654633693291,0.000440379,998,1270,0.272545090180361,6.11217421356974,NA,0.0277228593758426,12.2085650890742,2.04266272402593,0.0277228593758426,0.002,9.81,0.173824048969065,0.398720135968878,0.398720135968878
"155",155,"Polyesters","fiber","POLYESTERS","fiber","SDC","Stormflow","3","T-1","Inside Thalweg",1.54,"SF-3","SDC-SF-3-N-3","SDC-SF-3","SDC-SF-3-N-3_S0-0_D_45",45,"blue","Fiber","Blue",0,"0","done",0.041,0.755,0.426,0,"Y","SDC-SF-3-N-3_S0-0_D_45.SPA","Y",0.8,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",755,426,NA,0.755,377.5,189.1275,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,0.755,377.5,189.1275,189.1275,0.000755,0.000426,0.0001891275,0.333485078429622,0.0001891275,998,1270,0.272545090180361,2.62496674132261,NA,0.0139336115075419,2.63522911039263,3.47274898898252,0.0139336115075419,0.002,9.81,0.173824048969065,0.200398212879358,0.200398212879358
"156",156,"Polyesters","fiber","POLYESTERS","fiber","SDC","Stormflow","3","T-1","Inside Thalweg",1.54,"SF-3","SDC-SF-3-N-3","SDC-SF-3","SDC-SF-3-N-3_S0-0_D_50",50,"gray","Fiber","Black",0,"0","0",0.013,1.506,0.479,1.506,"Y","SDC-SF-3-N-3_S0-0_D_50.SPA","Y",0.9,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",1506,479,NA,1.506,753,377.253,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,1.506,753,377.253,377.253,0.001506,0.000479,0.000377253,0.444173310840071,0.000377253,998,1270,0.272545090180361,5.23602637408192,NA,0.024687925638868,9.31359401103986,2.20652883699689,0.024687925638868,0.002,9.81,0.173824048969065,0.355070627241884,0.355070627241884
"157",157,"PE","fiber","POLY(ETHYLENE)","fiber","SDC","Stormflow","3","T-1","Inside Thalweg",1.54,"SF-3","SDC-SF-3-N-3","SDC-SF-3","SDC-SF-3-N-3_S0-0_E_7",7,"clear","Fiber","Transparent",0,"0","0",0.000319,3.636,0.219,3.636,"Y","SDC-SF-3-N-3_S0-0_E_7.SPA","Y",0.9,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",3636,219,NA,3.636,219,111.318,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,3.636,1818,910.818,111.318,0.003636,0.000219,0.000111318,0.124747370555491,0.000111318,998,1270,0.272545090180361,1.54502146811305,NA,0.008825326665683,0.9824177137705,5.09506727207426,0.008825326665683,0.002,9.81,0.173824048969065,0.126929022739161,0.126929022739161
"158",158,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Stormflow","4","T-2",NA,1,"SF-3","SDC-SF-3-N-4","SDC-SF-3","SDC-SF-3-N-4_S0-0_G_15",15,"black","Fiber","Black",0,"0","0",0.051,6.007,0.721,6.007,"Y","SDC-SF-3-N-4_S0-0_G_15.SPA","Y",0.7,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",6007,721,NA,6.007,721,363.5035,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,6.007,3003.5,1504.7535,363.5035,0.006007,0.000721,0.0003635035,0.174667517784403,0.0003635035,998,1460,0.462925851703407,6.0196153925499,NA,0.0357557954847905,12.9973568040056,1.72161043365733,0.0357557954847905,0.002,9.81,0.140071410359145,0.638170833596809,0.638170833596809
"159",159,"EVA","fiber","ETHYLENE-VINYL ACETATE","fiber","SDC","Stormflow","4","T-2",NA,1,"SF-3","SDC-SF-3-N-4","SDC-SF-3","SDC-SF-3-N-4_S0-0_G_18",18,"brown","Fiber","Black",0,"0","0",0.018,2.191,0.594,2.191,"Y","SDC-SF-3-N-4_S0-0_G_18.SPA","Y",0.8,"PEVA 10. Yellow Fiber","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Other Plastic","ETHYLENE-VINYL ACETATE","plastic",2191,594,NA,2.191,1095.5,548.8455,9.39e-10,9.31e-10,9.47e-10,9.34e-10,9.44e-10,2.191,1095.5,548.8455,548.8455,0.002191,0.000594,0.0005488455,0.481100376189519,0.0005488455,998,944,0.0541082164328657,4.44386492511507,NA,0.0085538143465677,4.69472251194912,5.30886192572758,-0.0085538143465677,0.002,9.81,0.140071410359145,0.152668812369269,-0.152668812369269
"160",160,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Stormflow","4","T-2",NA,1,"SF-3","SDC-SF-3-N-4","SDC-SF-3","SDC-SF-3-N-4_S0-0_G_48",48,"black","Fiber","Black",0,"0","0",0.045,5.255,1.012,5.255,"Y","SDC-SF-3-N-4_S0-0_G_48.SPA","Y",0.7,"PET.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",5255,1012,NA,5.255,1012,508.6275,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,5.255,2627.5,1316.3775,508.6275,0.005255,0.001012,0.0005086275,0.22055820623907,0.0005086275,998,1460,0.462925851703407,8.42286780752915,NA,0.0462712765774146,23.5348437273789,1.43845424743602,0.0462712765774146,0.002,9.81,0.140071410359145,0.825851550626469,0.825851550626469
"161",161,"Polyesters","fiber","POLYESTERS","fiber","SDC","Stormflow","4","T-2",NA,1,"SF-3","SDC-SF-3-N-4","SDC-SF-3","SDC-SF-3-N-4_S0-0_H_16",16,"black","Fiber","Black",0,"0","0",0.048,0.991,0.445,0,"Y","SDC-SF-3-N-4_S0-0_H_16.SPA","Y",0.8,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",991,445,NA,0.991,495.5,248.2455,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,0.991,495.5,248.2455,248.2455,0.000991,0.000445,0.0002482455,0.373821737694631,0.0002482455,998,1270,0.272545090180361,3.44548614655723,NA,0.0175884934213987,4.36626434364182,2.86068612860774,0.0175884934213987,0.002,9.81,0.140071410359145,0.3139201171799,0.3139201171799
"162",162,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Stormflow","4","T-2",NA,1,"SF-3","SDC-SF-3-N-4","SDC-SF-3","SDC-SF-3-N-4_S0-0_I_10",10,"black","Fiber","Black",0,"0","0",0.068,1.309,0.844,0,"Y","SDC-SF-3-N-4_S0-0_I_10.SPA","Y",0.8,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1309,844,NA,1.309,654.5,327.9045,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,1.309,654.5,327.9045,327.9045,0.001309,0.000844,0.0003279045,0.311965328858757,0.0003279045,998,1460,0.462925851703407,5.43009620398807,NA,0.0313097486231405,10.2666074673966,2.02538408652065,0.0313097486231405,0.002,9.81,0.140071410359145,0.558817615651579,0.558817615651579
"163",163,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Stormflow","4","T-2",NA,1,"SF-3","SDC-SF-3-N-4","SDC-SF-3","SDC-SF-3-N-4_S0-0_I_65",65,"red","Fiber","Red",0,"0","0",0.021,2.532,0.371,2.532,"Y","SDC-SF-3-N-4_S0-0_I_65.SPA","Y",0.9,"PET.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",2532,371,NA,2.532,371,186.766,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,2.532,1266,634.266,186.766,0.002532,0.000371,0.000186766,0.192698800832882,0.000186766,998,1460,0.462925851703407,3.09284364085896,NA,0.01980673904908,3.69922542524047,2.88264416436341,0.01980673904908,0.002,9.81,0.140071410359145,0.353511451735498,0.353511451735498
