,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,plastic_or_not,Length..microns.,Width..microns.,Min.Projected.Height..microns.,Max.Projected.Height..microns.,Projected.Height..microns.,Density..mg.microns3.,X5..Density..mg.microns3.,X95..Density..mg.microns3.,X10..Density..mg.microns3.,X90..Density..mg.microns3.,Min.Projected.Width..microns.,Max.Projected.Width..microns.,Projected.Width..microns.,Height..microns.,a,b,c,CSF,Deqi,water.density,particle.density_mean,W_adj_mean,Rouse_adj_mean,particle.density_10,W_adj_10,Rouse_adj_10,particle.density_90,W_adj_90,Rouse_adj_90
538,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_E_18,18,black,Non-Fiber,Black,0,0,0,0.057,0.368,0.268,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,268,3.68,368,185.84,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,36.8,368,202.4,185.84,0.000368,0.000268,0.00018584,0.591763113,0.000263658,998,1450,0.023846127,0.64162609,1290,0.018346976,0.493660826,1610,0.028601291,0.769572974
539,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_E_24,24,black,Non-Fiber,Black,0,0,0,0.187,1.193,0.518,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193,518,11.93,518,264.965,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,119.3,1193,656.15,264.965,0.001193,0.000518,0.000264965,0.337057045,0.000547083,998,1450,0.030504295,0.82077698,1290,0.023469706,0.631497765,1610,0.036587168,0.984448406
540,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_E_25,25,black,Non-Fiber,Black,0,0,0,0.148,0.58,0.428,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,428,5.8,580,292.9,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,58,580,319,292.9,0.00058,0.000428,0.0002929,0.587872968,0.000417379,998,1450,0.034299756,0.922901167,1290,0.026389896,0.710071113,1610,0.041139482,1.106937213
541,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_E_34,34,black,Non-Fiber,Black,0,0,0,0.775,1.534,1.109,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1534,1109,15.34,1534,774.67,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,153.4,1534,843.7,774.67,0.001534,0.001109,0.00077467,0.593934133,0.001096372,998,1450,0.07473188,2.010805546,1290,0.057497976,1.54709408,1610,0.08963419,2.411780985
542,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_E_35,35,black,Non-Fiber,Black,0,0,0,0.095,0.954,0.356,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954,356,9.54,356,182.77,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,95.4,954,524.7,182.77,0.000954,0.000356,0.00018277,0.313621426,0.000395945,998,1450,0.022555248,0.606892508,1290,0.017353787,0.466937148,1610,0.027052998,0.727913156
543,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_E_38,38,black,Non-Fiber,Black,0,0,0,0.092,0.505,0.293,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,293,5.05,505,255.025,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,50.5,505,277.75,255.025,0.000505,0.000293,0.000255025,0.66298432,0.000335414,998,1450,0.030950171,0.832774121,1290,0.023812758,0.640728247,1610,0.037121955,0.9988379
544,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_F_13,13,black,Non-Fiber,Black,0,0,0,0.108,0.619,0.311,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,311,6.19,311,158.595,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,61.9,619,340.45,158.595,0.000619,0.000311,0.000158595,0.361463103,0.000312546,998,1450,0.020326651,0.546927789,1290,0.015639126,0.42080088,1610,0.024379995,0.655990851
545,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_F_16,16,black,Non-Fiber,Black,0,0,0,0.032,0.522,0.203,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,203,5.22,203,104.11,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,52.2,522,287.1,104.11,0.000522,0.000203,0.00010411,0.319822619,0.000222614,998,1450,0.014397415,0.387390263,1290,0.01107723,0.298054272,1610,0.017268409,0.464639891
546,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_F_34,34,black,Non-Fiber,Black,0,0,0,0.055,0.495,0.185,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,185,4.95,185,94.975,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,49.5,495,272.25,94.975,0.000495,0.000185,9.50E-05,0.313849065,0.00020565,998,1450,0.01336079,0.359497849,1290,0.010279661,0.276594122,1610,0.016025069,0.431185441
547,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_F_40,40,black,Non-Fiber,Black,0,0,0,0.036,0.324,0.215,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,215,3.24,324,163.62,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,32.4,324,178.2,163.62,0.000324,0.000215,0.00016362,0.619932855,0.000225047,998,1450,0.021603397,0.581281123,1290,0.016621442,0.447231999,1610,0.025911338,0.697194595
548,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_F_44,44,black,Non-Fiber,Black,0,0,0,0.118,0.978,0.281,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,978,281,9.78,281,145.39,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,97.8,978,537.9,145.39,0.000978,0.000281,0.00014539,0.277339641,0.000341869,998,1450,0.018629093,0.501251738,1290,0.014333042,0.385658174,1610,0.022343928,0.601206522
549,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_F_46,46,black,Non-Fiber,Black,0,0,0,0.087,0.701,0.289,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,289,7.01,289,148.005,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,70.1,701,385.55,148.005,0.000701,0.000289,0.000148005,0.328827747,0.000310669,998,1450,0.019112418,0.514256519,1290,0.014704907,0.395663926,1610,0.022923632,0.616804591
550,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_F_51,51,black,Non-Fiber,Black,0,0,0,0.058,0.641,0.289,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,289,6.41,289,147.705,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,64.1,641,352.55,147.705,0.000641,0.000289,0.000147705,0.343176279,0.000301336,998,1450,0.019135829,0.514886423,1290,0.014722919,0.396148568,1610,0.022951711,0.617560105
551,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_F_53,53,black,Non-Fiber,Black,0,0,0,0.055,0.575,0.293,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,293,5.75,575,290.375,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,57.5,575,316.25,290.375,0.000575,0.000293,0.000290375,0.70744306,0.000365734,998,1450,0.034486049,0.927913748,1290,0.026533228,0.713927744,1610,0.041362924,1.112949354
552,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_F_55,55,black,Non-Fiber,Black,0,0,0,0.093,0.495,0.304,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,304,4.95,495,249.975,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,49.5,495,272.25,249.975,0.000495,0.000304,0.000249975,0.644402454,0.000335062,998,1450,0.030401222,0.818003583,1290,0.023390402,0.62936394,1610,0.03646354,0.981121964
553,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_F_57,57,black,Non-Fiber,Black,0,0,0,0.039,0.429,0.195,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429,195,4.29,195,99.645,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,42.9,429,235.95,99.645,0.000429,0.000195,9.96E-05,0.34451613,0.00020276,998,1450,0.013970384,0.375900161,1290,0.010748677,0.2892139,1610,0.016756223,0.450858544
554,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_A_12,12,black,Non-Fiber,Black,0,0,done,2.721,3.304,1.38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3304,1380,33.04,1380,706.52,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,330.4,3304,1817.2,706.52,0.003304,0.00138,0.00070652,0.330875719,0.001476889,998,1450,0.066768844,1.796544697,1290,0.051371294,1.382243883,1610,0.080083243,2.154794305
555,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_A_23,23,black,Non-Fiber,Black,0,0,done,0.828,1.718,0.728,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1718,728,17.18,728,372.59,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,171.8,1718,944.9,372.59,0.001718,0.000728,0.00037259,0.333160822,0.000775286,998,1450,0.040036722,1.077265329,1290,0.030803862,0.828837386,1610,0.048020459,1.292083186
556,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_A_27,27,black,Non-Fiber,Black,0,stringy rubber,done,0.548,2.578,0.797,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2578,797,25.78,797,411.39,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,257.8,2578,1417.9,411.39,0.002578,0.000797,0.00041139,0.287000804,0.000945508,998,1450,0.042909997,1.15457635,1290,0.033014531,0.888319729,1610,0.051466695,1.384810825
557,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_A_37,37,black,Non-Fiber,Black,0,0,done,0.405,1.03,0.553,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030,553,10.3,1030,520.15,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,103,1030,566.5,520.15,0.00103,0.000553,0.00052015,0.689203422,0.000666649,998,1450,0.054881083,1.476681529,1290,0.042224967,1.136144296,1610,0.065824939,1.77114711
558,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_B_10,10,black,Non-Fiber,Black,0,0,0,0.83,1.581,0.875,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1581,875,15.81,1581,798.405,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,158.1,1581,869.55,798.405,0.001581,0.000875,0.000798405,0.678817901,0.001033684,998,1450,0.077242937,2.078370404,1290,0.059429959,1.59907782,1610,0.092645979,2.492818975
559,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_B_25,25,black,Non-Fiber,Black,0,0,0,0.493,0.995,0.827,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,995,827,9.95,995,502.475,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,99.5,995,547.25,502.475,0.000995,0.000827,0.000502475,0.553923976,0.000744985,998,1450,0.052612008,1.415627671,1290,0.040479163,1.089170057,1610,0.063103387,1.697918482
560,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_B_26,26,black,Non-Fiber,Black,0,0,0,0.21,0.595,0.556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,556,5.95,595,300.475,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,59.5,595,327.25,300.475,0.000595,0.000556,0.000300475,0.522411183,0.000463234,998,1450,0.034733147,0.934562401,1290,0.026723343,0.719043152,1610,0.041659296,1.120923817
561,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_B_31,31,black,Non-Fiber,Black,0,0,0,0.301,1.121,0.556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1121,556,11.21,556,283.605,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,112.1,1121,616.55,283.605,0.001121,0.000556,0.000283605,0.359230896,0.000561218,998,1450,0.032346402,0.870342419,1290,0.024887005,0.669632927,1610,0.03879661,1.043897705
562,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_B_32,32,black,Non-Fiber,Black,0,0,0,0.114,0.605,0.276,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,276,6.05,276,141.025,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,60.5,605,332.75,141.025,0.000605,0.000276,0.000141025,0.345115035,0.000286629,998,1450,0.018447228,0.496358287,1290,0.014193116,0.381893202,1610,0.022125796,0.595337267
563,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_B_39,39,black,Non-Fiber,Black,0,0,0,0.518,1.544,0.652,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544,652,15.44,652,333.72,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,154.4,1544,849.2,333.72,0.001544,0.000652,0.00033372,0.332609607,0.000695172,998,1450,0.036654846,0.986269431,1290,0.02820188,0.758826034,1610,0.043964202,1.182941764
564,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_B_49,49,black,Non-Fiber,Black,0,0,0,0.373,0.836,0.704,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836,704,8.36,836,422.18,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,83.6,836,459.8,422.18,0.000836,0.000704,0.00042218,0.550310992,0.000628674,998,1450,0.045751145,1.23102291,1290,0.035200483,0.947136962,1610,0.054874397,1.47650162
565,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_C_5,5,black,Non-Fiber,Black,0,"bounces back, retains original shape, very squishy",done,0.628,1.185,0.878,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1185,878,11.85,1185,598.425,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,118.5,1185,651.75,598.425,0.001185,0.000878,0.000598425,0.586682718,0.000853901,998,1450,0.06073858,1.634288787,1290,0.046731668,1.257405776,1610,0.072850481,1.960182887
566,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_C_6,6,black,Non-Fiber,Black,0,"bounces back, retains original shape, squishy",done,0.294,1.049,0.542,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049,542,10.49,1049,529.745,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,104.9,1049,576.95,529.745,0.001049,0.000542,0.000529745,0.702553625,0.000670317,998,1450,0.055760769,1.500351178,1290,0.042901789,1.154355492,1610,0.066880044,1.799536732
567,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_C_9,9,black,Non-Fiber,Black,0,"bounces back, retains original shape, squishes",done,0.2,0.74,0.432,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,432,7.4,740,373.7,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,74,740,407,373.7,0.00074,0.000432,0.0003737,0.660945066,0.000492508,998,1450,0.042007432,1.130291082,1290,0.032320106,0.869634881,1610,0.050384149,1.355682823
568,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_D_29,29,black,Non-Fiber,Black,0,"bounces back, retains original shape",done,0.366,1.006,0.651,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006,651,10.06,1006,508.03,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,100.6,1006,553.3,508.03,0.001006,0.000651,0.00050803,0.627769012,0.00069293,998,1450,0.053521479,1.440098763,1290,0.041178902,1.107997874,1610,0.064194216,1.727269362
569,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_D_36,36,black,Non-Fiber,Black,0,"bounces back, retains original shape, can be slightly compressed",done,0.196,0.807,0.469,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807,469,8.07,807,407.535,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,80.7,807,443.85,407.535,0.000807,0.000469,0.000407535,0.662432641,0.000536295,998,1450,0.045030283,1.211626724,1290,0.034645858,0.932213727,1610,0.054009787,1.453237634
570,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-4_D_46,46,black,Non-Fiber,Black,0,"bounces back, retains original shape, very squishy",done,0.312,0.851,0.561,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,561,8.51,851,429.755,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,85.1,851,468.05,429.755,0.000851,0.000561,0.000429755,0.621977576,0.0005898,998,1450,0.046786982,1.258894099,1290,0.035997445,0.968580782,1610,0.05611679,1.509930612
571,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-5_A_20,20,black,Non-Fiber,Black,0,"breaks easily, bounces back when touched",done,0.224,0.894,0.41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894,410,8.94,410,209.47,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,89.4,894,491.7,209.47,0.000894,0.00041,0.00020947,0.345988087,0.000425025,998,1450,0.025320066,0.681285283,1290,0.019481011,0.52417422,1610,0.03036915,0.817140621
572,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-5_A_44,44,black,Non-Fiber,Black,0,"bounces back slightly, does not retain original shape",done,0.109,0.558,0.303,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558,303,5.58,558,281.79,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,55.8,558,306.9,281.79,0.000558,0.000303,0.00028179,0.685310149,0.000362522,998,1450,0.03359667,0.903983294,1290,0.025848949,0.695515887,1610,0.040296194,1.084246919
573,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-5_B_1,1,black,Non-Fiber,Black,0,0,done,0.23,0.797,0.484,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797,484,7.97,797,402.485,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,79.7,797,438.35,402.485,0.000797,0.000484,0.000402485,0.648034098,0.000537466,998,1450,0.044518062,1.197844424,1290,0.03425176,0.92160976,1610,0.053395424,1.436707
574,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-5_B_18,18,black,Non-Fiber,Black,0,bounces back and retains its original shape,done,0.157,0.731,0.407,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731,407,7.31,731,369.155,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.1,731,402.05,369.155,0.000731,0.000407,0.000369155,0.676788331,0.000478895,998,1450,0.041663955,1.121049166,1290,0.032055838,0.862524242,1610,0.049972179,1.344597974
575,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-5_B_28,28,black,Non-Fiber,Black,0,bounces back and retains its original shape,done,0.076,0.516,0.226,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,226,5.16,226,115.58,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,51.6,516,283.8,115.58,0.000516,0.000226,0.00011558,0.338457093,0.000237984,998,1450,0.015712177,0.42276646,1290,0.012088795,0.325272371,1610,0.018845347,0.507070468
576,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-5_C_5,5,black,Non-Fiber,Black,0,"very small to tell, but seems to bounce back when touched",done,0.095,0.837,0.257,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837,257,8.37,257,132.685,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,83.7,837,460.35,132.685,0.000837,0.000257,0.000132685,0.286083321,0.000305605,998,1450,0.01735083,0.466857598,1290,0.013349559,0.35919566,1610,0.020810765,0.559953835
577,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-5_C_14,14,black,Non-Fiber,Black,0,bounces back and retains its original shape,done,0.116,0.54,0.346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,346,5.4,540,272.7,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,54,540,297,272.7,0.00054,0.000346,0.0002727,0.63088501,0.000370725,998,1450,0.032546784,0.87573409,1290,0.025041177,0.673781227,1610,0.03903695,1.050364533
578,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-5_C_48,48,black,Non-Fiber,Black,0,thin and seems to break easily,done,0.282,0.943,0.565,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943,565,9.43,943,476.215,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,94.3,943,518.65,476.215,0.000943,0.000565,0.000476215,0.652413592,0.000633074,998,1450,0.050953492,1.371002106,1290,0.039203117,1.054835584,1610,0.061114146,1.644394117
579,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-5_D_24,24,black,Non-Fiber,Black,0,"breaks very easily, and is a very thin sheet",done,0.101,0.548,0.308,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,308,5.48,548,276.74,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,54.8,548,301.4,276.74,0.000548,0.000308,0.00027674,0.673606546,0.000360137,998,1450,0.033076123,0.889976969,1290,0.025448445,0.684739557,1610,0.039671844,1.067447588
