,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,plastic_or_not,Length..microns.,Width..microns.,Min.Projected.Height..microns.,Max.Projected.Height..microns.,Projected.Height..microns.,Density..mg.microns3.,X5..Density..mg.microns3.,X95..Density..mg.microns3.,X10..Density..mg.microns3.,X90..Density..mg.microns3.,Min.Projected.Width..microns.,Max.Projected.Width..microns.,Projected.Width..microns.,Height..microns.,a,b,c,CSF,Deqi,water.density,particle.density_mean,W_adj_mean,Rouse_adj_mean,particle.density_10,W_adj_10,Rouse_adj_10,particle.density_90,W_adj_90,Rouse_adj_90
495,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_B_22,22,black,Non-Fiber,Black,0,rubber,0,0.34,1.573,0.425,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1573,425,15.73,425,220.365,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,157.3,1573,865.15,220.365,0.001573,0.000425,0.000220365,0.269515528,0.000528145,998,1450,0.025932814,0.69777244,1290,0.019952453,0.536859277,1610,0.031104085,0.836915487
496,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_B_23,23,black,Non-Fiber,Black,0,"squishy, bounces back slowly",done,0.643,1.414,0.735,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414,735,14.14,1414,714.07,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,141.4,1414,777.7,714.07,0.001414,0.000735,0.00071407,0.700442377,0.000905369,998,1450,0.070791441,1.904780441,1290,0.054466241,1.465519403,1610,0.084907987,2.284613376
497,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_B_51,51,black,Non-Fiber,Black,0,0,0,0.177,0.693,0.46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693,460,6.93,693,349.965,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,69.3,693,381.15,349.965,0.000693,0.00046,0.000349965,0.619839259,0.000481399,998,1450,0.039688827,1.067904527,1290,0.030536194,0.821635277,1610,0.047603189,1.280855743
498,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_B_57,57,black,Non-Fiber,Black,0,0,0,0.134,1.098,0.772,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098,772,10.98,1098,554.49,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,109.8,1098,603.9,554.49,0.001098,0.000772,0.00055449,0.602259831,0.000777507,998,1450,0.057244074,1.54026235,1290,0.044043029,1.185062757,1610,0.068659134,1.847406605
499,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_B_62,62,black,Non-Fiber,Black,0,0,0,0.134,0.513,0.377,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,377,5.13,513,259.065,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,51.3,513,282.15,259.065,0.000513,0.000377,0.000259065,0.589086928,0.000368657,998,1450,0.031095837,0.836693546,1290,0.023924832,0.643743814,1610,0.037296669,1.003538899
500,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_B_63,63,black,Non-Fiber,Black,0,0,0,0.062,0.455,0.201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,201,4.55,201,102.775,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,45.5,455,250.25,102.775,0.000455,0.000201,0.000102775,0.339847249,0.00021104,998,1450,0.014307339,0.384966588,1290,0.011007926,0.29618952,1610,0.017160371,0.46173291
501,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_5,5,black,Non-Fiber,Black,0,rubber,0,0.18,0.983,0.277,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,983,277,9.83,277,143.415,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,98.3,983,540.65,143.415,0.000983,0.000277,0.000143415,0.27483873,0.000339268,998,1450,0.018415244,0.495497715,1290,0.014168509,0.381231086,1610,0.022087435,0.594305088
502,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_6,6,black,Non-Fiber,Black,0,rubber,0,0.083,0.58,0.329,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,329,5.8,580,292.9,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,58,580,319,292.9,0.00058,0.000329,0.0002929,0.670513345,0.000382338,998,1450,0.034601848,0.931029534,1290,0.026622322,0.716324999,1610,0.041501814,1.116686459
503,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_11,11,black,Non-Fiber,Black,0,rubber,0,0.266,0.924,0.421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,924,421,9.24,421,215.12,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,92.4,924,508.2,215.12,0.000924,0.000421,0.00021512,0.344908387,0.0004374,998,1450,0.025859583,0.695802012,1290,0.019896109,0.535343249,1610,0.031016251,0.834552135
504,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_12,12,black,Non-Fiber,Black,0,0,0,0.089,0.436,0.326,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,326,4.36,436,220.18,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,43.6,436,239.8,220.18,0.000436,0.000326,0.00022018,0.584017449,0.000315133,998,1450,0.027286467,0.734195098,1290,0.02099394,0.564882513,1610,0.032727671,0.8806012
505,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_17,17,black,Non-Fiber,Black,0,rubber,0,0.138,0.604,0.355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,355,6.04,604,305.02,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,60.4,604,332.2,305.02,0.000604,0.000355,0.00030502,0.658712145,0.000402901,998,1450,0.035700338,0.96058654,1290,0.02746749,0.739065869,1610,0.042819355,1.152137438
506,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_23,23,black,Non-Fiber,Black,0,0,0,0.27,1.891,1.224,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891,1224,18.91,1891,954.955,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,189.1,1891,1040.05,954.955,0.001891,0.001224,0.000954955,0.627691769,0.001302623,998,1450,0.08867463,2.385962167,1290,0.068225391,1.835735908,1610,0.106357269,2.86174772
507,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_31,31,black,Non-Fiber,Black,0,rubber,0,0.316,0.816,0.602,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816,602,8.16,816,412.08,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,81.6,816,448.8,412.08,0.000816,0.000602,0.00041208,0.587947045,0.000587159,998,1450,0.045071749,1.212742439,1290,0.034677762,0.933072147,1610,0.054059522,1.454575834
508,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_32,32,black,Non-Fiber,Black,0,0,0,0.168,0.578,0.446,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578,446,5.78,578,291.89,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,57.8,578,317.9,291.89,0.000578,0.000446,0.00029189,0.574894122,0.000422176,998,1450,0.034154232,0.918985579,1290,0.026277932,0.707058498,1610,0.04096494,1.102240816
509,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_36,36,black,Non-Fiber,Black,0,0,0,0.057,0.813,0.34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813,340,8.13,340,174.065,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,81.3,813,447.15,174.065,0.000813,0.00034,0.000174065,0.331075256,0.000363714,998,1450,0.021770124,0.585767237,1290,0.01674972,0.450683571,1610,0.026111312,0.702575287
510,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_38,38,black,Non-Fiber,Black,0,0,0,0.067,0.492,0.225,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492,225,4.92,225,114.96,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,49.2,492,270.6,114.96,0.000492,0.000225,0.00011496,0.345519804,0.00023347,998,1450,0.015666268,0.421531207,1290,0.012053473,0.32432198,1610,0.018790285,0.505588893
511,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_47,47,black,Non-Fiber,Black,0,0,0,1.226,1.523,1.216,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1523,1216,15.23,1523,769.115,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,152.3,1523,837.65,769.115,0.001523,0.001216,0.000769115,0.565164068,0.001125144,998,1450,0.074057314,1.992655061,1290,0.056978972,1.533129275,1610,0.088825109,2.390011106
512,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_63,63,black,Non-Fiber,Black,0,"squishes, bounces back",done,0.121,0.538,0.387,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,387,5.38,538,271.69,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,53.8,538,295.9,271.69,0.000538,0.000387,0.00027169,0.595424956,0.000383874,998,1450,0.032325408,0.869777543,1290,0.024870852,0.669198318,1610,0.03877143,1.043220188
513,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_65,65,black,Non-Fiber,Black,0,0,0,0.654,1.413,1.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1413,1030,14.13,1413,713.565,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,141.3,1413,777.15,713.565,0.001413,0.00103,0.000713565,0.591485152,0.001012677,998,1450,0.069958376,1.882365207,1290,0.053825289,1.448273343,1610,0.0839088,2.257728314
514,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_67,67,black,Non-Fiber,Black,0,0,0,0.025,0.244,0.178,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,178,2.44,244,123.22,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,24.4,244,134.2,123.22,0.000244,0.000178,0.00012322,0.591256993,0.000174916,998,1450,0.017164323,0.46183926,1290,0.013206062,0.3553346,1610,0.020587067,0.553934788
515,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_68,68,black,Non-Fiber,Black,0,0,0,0.133,0.746,0.354,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,354,7.46,354,180.73,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,74.6,746,410.3,180.73,0.000746,0.000354,0.00018073,0.351689339,0.000362736,998,1450,0.022524999,0.606078592,1290,0.017330513,0.466310929,1610,0.027016717,0.726936937
516,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_C_69,69,black,Non-Fiber,Black,0,0,0,0.207,0.745,0.587,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745,587,7.45,745,376.225,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,74.5,745,409.75,376.225,0.000745,0.000587,0.000376225,0.568919034,0.000547958,998,1450,0.041814295,1.125094367,1290,0.032171509,0.865636579,1610,0.050152499,1.349449829
517,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_3,3,black,Non-Fiber,Black,0,0,0,0.35,1.113,0.548,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1113,548,11.13,548,279.565,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,111.3,1113,612.15,279.565,0.001113,0.000548,0.000279565,0.357968604,0.000554523,998,1450,0.031969747,0.860207782,1290,0.02459721,0.661835437,1610,0.038344845,1.031742117
518,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_4,4,black,Non-Fiber,Black,0,0,0,0.494,1.378,0.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1378,610,13.78,610,311.89,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,137.8,1378,757.9,311.89,0.001378,0.00061,0.00031189,0.340182465,0.00064002,998,1450,0.034775917,0.935713195,1290,0.026756249,0.719928562,1610,0.041710594,1.122304092
519,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_5,5,black,Non-Fiber,Black,0,0,0,0.042,0.644,0.172,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,172,6.44,172,89.22,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,64.4,644,354.2,89.22,0.000644,0.000172,8.92E-05,0.268074227,0.000214598,998,1450,0.012576219,0.338387448,1290,0.009676019,0.260351986,1610,0.015084047,0.405865407
520,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_9,9,black,Non-Fiber,Black,0,0,0,0.121,0.744,0.274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744,274,7.44,274,140.72,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,74.4,744,409.2,140.72,0.000744,0.000274,0.00014072,0.311669337,0.000306121,998,1450,0.018290584,0.492143475,1290,0.014072596,0.378650367,1610,0.021937915,0.590281978
521,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_14,14,black,Non-Fiber,Black,0,0,0,0.039,0.602,0.15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,150,6.02,150,78.01,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,60.2,602,331.1,78.01,0.000602,0.00015,7.80E-05,0.259601025,0.000191696,998,1450,0.011271212,0.303273722,1290,0.00867196,0.233335829,1610,0.013518808,0.363749641
522,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_17,17,black,Non-Fiber,Black,0,0,0,0.041,0.459,0.186,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,186,4.59,186,95.295,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,45.9,459,252.45,95.295,0.000459,0.000186,9.53E-05,0.326142428,0.000201125,998,1450,0.01343115,0.361391037,1290,0.010333795,0.278050722,1610,0.016109461,0.43345615
523,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_18,18,black,Non-Fiber,Black,0,0,0,0.047,0.489,0.228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489,228,4.89,228,116.445,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,48.9,489,268.95,116.445,0.000489,0.000228,0.000116445,0.348737775,0.000235029,998,1450,0.015837741,0.42614501,1290,0.012185403,0.327871794,1610,0.018995951,0.511122736
524,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_25,25,black,Non-Fiber,Black,0,0,0,0.315,1.024,0.528,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1024,528,10.24,1024,517.12,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,102.4,1024,563.2,517.12,0.001024,0.000528,0.00051712,0.70327373,0.000653896,998,1450,0.054698824,1.4717775,1290,0.042084739,1.132371185,1610,0.065606336,1.765265168
525,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_28,28,black,Non-Fiber,Black,0,0,0,0.046,0.384,0.217,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,217,3.84,384,193.92,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,38.4,384,211.2,193.92,0.000384,0.000217,0.00019392,0.671780083,0.000252816,998,1450,0.024881498,0.66948475,1290,0.019143581,0.515095005,1610,0.029843126,0.802986939
526,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_38,38,black,Non-Fiber,Black,0,0,0,0.076,0.732,0.191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,191,7.32,191,99.16,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.2,732,402.6,99.16,0.000732,0.000191,9.92E-05,0.265194366,0.00024023,998,1450,0.013675298,0.367960301,1290,0.01052164,0.28310505,1610,0.016402294,0.441335394
527,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_39,39,black,Non-Fiber,Black,0,0,0,0.142,0.856,0.525,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856,525,8.56,856,432.28,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,85.6,856,470.8,432.28,0.000856,0.000525,0.00043228,0.64483501,0.000579161,998,1450,0.047120004,1.267854705,1290,0.036253669,0.975474985,1610,0.05651622,1.520678057
528,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_40,40,black,Non-Fiber,Black,0,0,0,0.134,0.592,0.355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592,355,5.92,592,298.96,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,59.2,592,325.6,298.96,0.000592,0.000355,0.00029896,0.652135819,0.000397546,998,1450,0.035108287,0.944656253,1290,0.027011972,0.726809263,1610,0.042109242,1.133030487
529,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_45,45,black,Non-Fiber,Black,0,0,0,0.032,0.412,0.271,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,271,4.12,412,208.06,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,41.2,412,226.6,208.06,0.000412,0.000271,0.00020806,0.62266627,0.000285333,998,1450,0.02618974,0.704685545,1290,0.02015013,0.542178152,1610,0.031412246,0.845207137
530,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_56,56,black,Non-Fiber,Black,0,0,0,0.119,0.526,0.409,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,409,5.26,526,265.63,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,52.6,526,289.3,265.63,0.000526,0.000409,0.00026563,0.572693951,0.000385179,998,1450,0.031665025,0.852008648,1290,0.02436276,0.655527104,1610,0.037979359,1.021907991
531,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_57,57,black,Non-Fiber,Black,0,0,0,0.105,0.538,0.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,360,5.38,538,271.69,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,53.8,538,295.9,271.69,0.000538,0.00036,0.00027169,0.617349734,0.000374731,998,1450,0.032403429,0.871876836,1290,0.024930881,0.670813493,1610,0.038865008,1.045738101
532,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_59,59,black,Non-Fiber,Black,0,0,0,0.05,0.602,0.234,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,234,6.02,234,120.01,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,60.2,602,331.1,120.01,0.000602,0.000234,0.00012001,0.319750521,0.000256651,998,1450,0.016130878,0.434032414,1290,0.012410939,0.333940286,1610,0.019347542,0.52058297
533,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_60,60,black,Non-Fiber,Black,0,0,0,0.069,0.639,0.257,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639,257,6.39,257,131.695,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,63.9,639,351.45,131.695,0.000639,0.000257,0.000131695,0.324976754,0.000278613,998,1450,0.017394377,0.468029306,1290,0.013383063,0.360097161,1610,0.020862996,0.561359194
534,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_65,65,black,Non-Fiber,Black,0,0,0,0.157,0.731,0.359,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731,359,7.31,359,183.155,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.1,731,402.05,183.155,0.000731,0.000359,0.000183155,0.357530311,0.000363589,998,1450,0.022791479,0.613248761,1290,0.017535541,0.471827587,1610,0.027336336,0.735536912
535,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_69,69,black,Non-Fiber,Black,0,0,0,0.108,0.766,0.265,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766,265,7.66,265,136.33,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,76.6,766,421.3,136.33,0.000766,0.000265,0.00013633,0.302589681,0.000302474,998,1450,0.017797543,0.478877267,1290,0.013693255,0.368443476,1610,0.021346557,0.57437035
536,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_D_77,77,black,Non-Fiber,Black,0,0,0,0.144,0.607,0.391,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607,391,6.07,607,306.535,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,60.7,607,333.85,306.535,0.000607,0.000391,0.000306535,0.629212505,0.00041746,998,1450,0.03573281,0.961460272,1290,0.027492474,0.73973811,1610,0.042858303,1.153185402
537,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,0.88,SF-1,SAD-SF-1-N-2,SAD-SF-1,SAD-SF-1-N-2_S1-3_E_14,14,black,Non-Fiber,Black,0,0,0,0.035,0.393,0.153,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,153,3.93,153,78.465,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,39.3,393,216.15,78.465,0.000393,0.000153,7.85E-05,0.319988218,0.000167721,998,1450,0.011482762,0.308965875,1290,0.008834724,0.237715316,1610,0.013772543,0.370576868
