,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,polymer,plastic_or_not,Length..microns.,Width..microns.,material.1,Min.Projected.Height..microns.,Max.Projected.Height..microns.,Projected.Height..microns.,Density..mg.microns3.,X5..Density..mg.microns3.,X95..Density..mg.microns3.,X10..Density..mg.microns3.,X90..Density..mg.microns3.,Min.Projected.Width..microns.,Max.Projected.Width..microns.,Projected.Width..microns.
505,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-5_A_7,7,green,Non-Fiber,Green,0,0,0,1.118,2.416,0.887,3.186,Y,SDC-SF-2-N-3_S1-5_A_7.SPA,Y,1,LDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,2416,887,NA,24.16,887,455.58,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,241.6,2416,1328.8
506,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-5_A_13,13,blue,Non-Fiber,Blue,0,0,0,0.312,1.015,0.849,3.186,Y,SDC-SF-2-N-3_S1-5_A_13.SPA,Y,0.975739243,pe,win cowger and sebastian primpke,transmission,transmission,transmission,"polymer, minerals, organic materials",polyolefins (polyalkenes),poly(ethylene),plastic,1015,849,NA,10.15,1015,512.575,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,101.5,1015,558.25
507,Polyamides (POLYLACTAMS),fragment,polyamides (polylactams),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-5_A_16,16,blue,Non-Fiber,Blue,0,0,0,3.882,3.489,2.066,3.186,Y,SDC-SF-2-N-3_S1-5_A_16.SPA,Y,0.860339267,polyamide_resin,win cowger and sebastian primpke,reflectance,reflectance,reflectance,"polymer, minerals, organic materials",polyamides (polylactams),0,plastic,3489,2066,NA,34.89,3489,1761.945,1.15E-09,9.08E-10,1.70E-09,8.86E-10,1.40E-09,348.9,3489,1918.95
508,Polyamides (POLYLACTAMS),fragment,polyamides (polylactams),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-5_A_17,17,blue,Non-Fiber,Blue,0,0,0,1.217,1.696,1.054,3.186,Y,SDC-SF-2-N-3_S1-5_A_17.SPA,Y,0.835077853,polyamide_resin,win cowger and sebastian primpke,reflectance,reflectance,reflectance,"polymer, minerals, organic materials",polyamides (polylactams),0,plastic,1696,1054,NA,16.96,1696,856.48,1.15E-09,9.08E-10,1.70E-09,8.86E-10,1.40E-09,169.6,1696,932.8
509,Polyamides (POLYLACTAMS),fragment,polyamides (polylactams),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-5_A_18,18,blue,Non-Fiber,Blue,0,0,0,1.05,2.31,0.522,3.186,Y,SDC-SF-2-N-3_S1-5_A_18.SPA,Y,0.836015472,polyamide_resin,win cowger and sebastian primpke,reflectance,reflectance,reflectance,"polymer, minerals, organic materials",polyamides (polylactams),0,plastic,2310,522,NA,23.1,522,272.55,1.15E-09,9.08E-10,1.70E-09,8.86E-10,1.40E-09,231,2310,1270.5
510,Polyamides (POLYLACTAMS),fragment,polyamides (polylactams),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-5_A_32,32,gray,Non-Fiber,Black,0,0,0,0.216,0.858,0.448,3.186,Y,SDC-SF-2-N-3_S1-5_A_32.SPA,Y,0.866828641,polyamide_resin,win cowger and sebastian primpke,reflectance,reflectance,reflectance,"polymer, minerals, organic materials",polyamides (polylactams),0,plastic,858,448,NA,8.58,858,433.29,1.15E-09,9.08E-10,1.70E-09,8.86E-10,1.40E-09,85.8,858,471.9
511,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-1_A_1,1,green,Non-Fiber,Green,0,0,0,0.164,0.938,0.349,3.186,Y,SDC-SF-2-N-4_S1-1_A_1.SPA,Y,1,MDPE,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,938,349,NA,9.38,349,179.19,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,93.8,938,515.9
512,PP,fragment,poly(propylene),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-1_A_4,4,green,Non-Fiber,Green,0,0,0,0.243,1.086,0.285,6.368,Y,SDC-SF-2-N-4_S1-1_A_4.SPA,Y,0.845112038,pp,win cowger and sebastian primpke,transmission,transmission,transmission,"polymer, minerals, organic materials",polyolefins (polyalkenes),poly(propylene),plastic,1086,285,NA,10.86,285,147.93,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,108.6,1086,597.3
513,Polyesters,fragment,polyesters,fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-1_A_5,5,green,Non-Fiber,Green,0,0,0,0.295,2.146,1.008,6.368,Y,SDC-SF-2-N-4_S1-1_A_5.SPA,Y,0.859794353,pes,win cowger and sebastian primpke,reflectance,reflectance,reflectance,"polymer, minerals, organic materials",polyesters,0,plastic,2146,1008,NA,21.46,1008,514.73,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,214.6,2146,1180.3
514,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-1_A_7,7,black,Non-Fiber,Black,0,0,0,0.263,1.151,0.647,6.368,Y,SDC-SF-2-N-4_S1-1_A_7.SPA,Y,0.958594941,pe,win cowger and sebastian primpke,transmission,transmission,transmission,"polymer, minerals, organic materials",polyolefins (polyalkenes),poly(ethylene),plastic,1151,647,NA,11.51,1151,581.255,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,115.1,1151,633.05
515,other plastic,fragment,other plastic,fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-1_A_12,12,black,Non-Fiber,Black,0,0,0,0.11,0.527,0.397,6.368,Y,SDC-SF-2-N-4_S1-1_A_12.SPA,Y,0.882526747,rubber,win cowger and sebastian primpke,reflectance,reflectance,reflectance,"polymer, minerals, organic materials",other plastic,0,plastic,527,397,NA,5.27,527,266.135,1.38E-09,1.34E-09,1.42E-09,1.36E-09,1.41E-09,52.7,527,289.85
516,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-1_A_14,14,green,Non-Fiber,Green,0,0,0,0.325,0.899,0.561,6.368,Y,SDC-SF-2-N-4_S1-1_A_14.SPA,Y,0.98586855,pe,win cowger and sebastian primpke,transmission,transmission,transmission,"polymer, minerals, organic materials",polyolefins (polyalkenes),poly(ethylene),plastic,899,561,NA,8.99,899,453.995,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,89.9,899,494.45
517,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-2_A_11,11,red,Non-Fiber,Red,0,0,0,0.17,0.82,0.337,6.368,Y,SDC-SF-2-N-4_S1-2_A_11.SPA,Y,0.7,PVC.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyhaloolefins (Vinylhalides),POLY(VINYL CHLORIDE),plastic,820,337,NA,8.2,337,172.6,1.33E-09,1.33E-09,1.33E-09,1.33E-09,1.33E-09,82,820,451
518,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-2_A_16,16,white,Non-Fiber,White,0,0,0,0.434,1.144,0.548,6.368,Y,SDC-SF-2-N-4_S1-2_A_16.SPA,Y,0.9,PVC.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyhaloolefins (Vinylhalides),POLY(VINYL CHLORIDE),plastic,1144,548,NA,11.44,548,279.72,1.33E-09,1.33E-09,1.33E-09,1.33E-09,1.33E-09,114.4,1144,629.2
519,polystyrene,fragment,POLYSTYRENE,fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-2_A_18,18,white,Non-Fiber,White,0,0,0,0.229,0.645,0.514,6.368,Y,SDC-SF-2-N-4_S1-2_A_18.SPA,Y,0.9,PS,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,"POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)",POLYSTYRENE,plastic,645,514,NA,6.45,645,325.725,1.05E-09,1.05E-09,1.05E-09,1.05E-09,1.05E-09,64.5,645,354.75
520,PP,fragment,poly(propylene),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-2_B_1,1,black,Non-Fiber,Black,0,0,done,0.273,0.964,0.522,0,Y,SDC-SF-2-N-4_S1-2_B_1.SPA,Y,0.951426265,pp,win cowger and sebastian primpke,reflectance,reflectance,reflectance,"polymer, minerals, organic materials",polyolefins (polyalkenes),poly(propylene),plastic,964,522,NA,9.64,964,486.82,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,96.4,964,530.2
521,Polyesters,fragment,POLYESTERS,fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-2_B_2,2,black,Non-Fiber,Black,0,0,done,0.073,0.498,0.217,0,Y,SDC-SF-2-N-4_S1-2_B_2.SPA,Y,0.9,PEST,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,498,217,NA,4.98,217,110.99,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,49.8,498,273.9
522,Polyurethanes (isocyanates),fragment,polyurethanes (isocyanates),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-2_B_12,12,white,Non-Fiber,White,0,0,done,0.185,0.576,0.432,0,Y,SDC-SF-2-N-4_S1-2_B_12.SPA,Y,0.804639017,pur,win cowger and sebastian primpke,reflectance,reflectance,reflectance,"polymer, minerals, organic materials",polyurethanes (isocyanates),0,plastic,576,432,NA,5.76,576,290.88,1.19E-09,1.19E-09,1.19E-09,1.19E-09,1.19E-09,57.6,576,316.8
523,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-2_B_13,13,white,Non-Fiber,White,0,0,done,0.219,0.692,0.487,0,Y,SDC-SF-2-N-4_S1-2_B_13.SPA,Y,1,HDPE.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,692,487,NA,6.92,692,349.46,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,69.2,692,380.6
524,PP,fragment,poly(propylene),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-2_B_16,16,black,Non-Fiber,Black,0,0,done,0.232,0.883,0.506,0,Y,SDC-SF-2-N-4_S1-2_B_16.SPA,Y,0.917114662,pp,win cowger and sebastian primpke,reflectance,reflectance,reflectance,"polymer, minerals, organic materials",polyolefins (polyalkenes),poly(propylene),plastic,883,506,NA,8.83,883,445.915,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,88.3,883,485.65
525,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-3_A_1,1,green,Non-Fiber,Green,0,0,0,0.696,1.714,0.875,0,Y,SDC-SF-2-N-4_S1-3_A_1.SPA,Y,0.9,"Polyethylene, low Mw ~4,000 by GPC",NIST Chem Web Book,0,Reflectance,0,"Polymer, Minerals, Organic Materials",Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,1714,875,NA,17.14,1714,865.57,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,171.4,1714,942.7
526,PP,fragment,poly(propylene),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-3_A_8,8,black,Non-Fiber,Black,0,0,0,0.825,1.947,1.117,0,Y,SDC-SF-2-N-4_S1-3_A_8.SPA,Y,0.925705109,pp,win cowger and sebastian primpke,transmission,transmission,transmission,"polymer, minerals, organic materials",polyolefins (polyalkenes),poly(propylene),plastic,1947,1117,NA,19.47,1947,983.235,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,194.7,1947,1070.85
527,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-3_A_10,10,blue,Non-Fiber,Blue,0,0,0,0.062,0.46,0.27,0,Y,SDC-SF-2-N-4_S1-3_A_10.SPA,Y,0.9,LDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,460,270,NA,4.6,460,232.3,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,46,460,253
528,Polyurethanes (isocyanates),fragment,POLYURETHANES (ISOCYANATES),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-3_A_11,11,blue,Non-Fiber,Blue,0,0,0,0.000308,1.19,0.827,3.529,Y,SDC-SF-2-N-4_S1-3_A_11.SPA,Y,0.7,polyurethan,archaeometrielabor,0,transmittance,0,Paints,POLYURETHANES (ISOCYANATES),0,plastic,1190,827,NA,11.9,1190,600.95,1.19E-09,1.19E-09,1.19E-09,1.19E-09,1.19E-09,119,1190,654.5
529,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-3_A_17,17,green,Non-Fiber,Green,0,0,0,0.155,1.363,0.217,0,Y,SDC-SF-2-N-4_S1-3_A_17.SPA,Y,0.9,PVC.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyhaloolefins (Vinylhalides),POLY(VINYL CHLORIDE),plastic,1363,217,NA,13.63,217,115.315,1.33E-09,1.33E-09,1.33E-09,1.33E-09,1.33E-09,136.3,1363,749.65
530,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-3_B_7,7,gray,Non-Fiber,Black,0,0,done,0.133,0.555,0.419,0,Y,SDC-SF-2-N-4_S1-3_B_7.SPA,Y,1,HDPE.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,555,419,NA,5.55,555,280.275,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,55.5,555,305.25
531,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-3_B_9,9,white,Non-Fiber,White,0,0,done,0.116,0.597,0.404,0,Y,SDC-SF-2-N-4_S1-3_B_9.SPA,Y,0.9,PVC.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyhaloolefins (Vinylhalides),POLY(VINYL CHLORIDE),plastic,597,404,NA,5.97,597,301.485,1.33E-09,1.33E-09,1.33E-09,1.33E-09,1.33E-09,59.7,597,328.35
532,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-4_A_1,1,blue,Non-Fiber,Blue,0,0,0,0.362,3.808,1.762,0,Y,SDC-SF-2-N-4_S1-4_A_1.SPA,Y,0.8,LDPE.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,3808,1762,NA,38.08,1762,900.04,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,380.8,3808,2094.4
533,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-4_A_16,16,white,Non-Fiber,White,0,0,0,0.186,0.792,0.548,0,Y,SDC-SF-2-N-4_S1-4_A_16.SPA,Y,0.9,PVC.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyhaloolefins (Vinylhalides),POLY(VINYL CHLORIDE),plastic,792,548,NA,7.92,792,399.96,1.33E-09,1.33E-09,1.33E-09,1.33E-09,1.33E-09,79.2,792,435.6
534,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-4_A_20,20,green,Non-Fiber,Green,0,0,0,0.634,1.375,0.853,0,Y,SDC-SF-2-N-4_S1-4_A_20.SPA,Y,1,ULDPE,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,1375,853,NA,13.75,1375,694.375,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,137.5,1375,756.25
535,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-4_A_26,26,blue,Non-Fiber,Blue,0,0,0,0.143,1.123,0.41,0,Y,SDC-SF-2-N-4_S1-4_A_26.SPA,Y,0.9,LDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,1123,410,NA,11.23,410,210.615,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,112.3,1123,617.65
536,PET,fragment,POLY(ETHYLENE TEREPHTHALATE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-4_A_32,32,red,Non-Fiber,Red,0,0,0,0.166,0.702,0.375,0,Y,SDC-SF-2-N-4_S1-4_A_32.SPA,Y,0.7,PET.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,702,375,NA,7.02,702,354.51,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,70.2,702,386.1
537,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-5_A_4,4,clear,Non-Fiber,Transparent,0,0,0,0.179,2.377,0.857,0,Y,SDC-SF-2-N-4_S1-5_A_4.SPA,Y,0.9,LDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,2377,857,NA,23.77,857,440.385,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,237.7,2377,1307.35
538,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-5_A_12,12,green,Non-Fiber,Green,0,0,0,0.198,0.978,0.427,0,Y,SDC-SF-2-N-4_S1-5_A_12.SPA,Y,0.8,LDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,978,427,NA,9.78,427,218.39,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,97.8,978,537.9
539,PP,fragment,POLY(PROPYLENE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-5_A_32,32,green,Non-Fiber,Green,0,0,0,0.047,0.838,0.279,0,Y,SDC-SF-2-N-4_S1-5_A_32.SPA,Y,0.9,PP 55. Green Fragment,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,838,279,NA,8.38,279,143.69,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,83.8,838,460.9
540,PP,fragment,poly(propylene),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-5_A_39,39,black,Non-Fiber,Black,0,0,0,0.37,1.711,0.495,0,Y,SDC-SF-2-N-4_S1-5_A_39.SPA,Y,0.71743375,polypropylen,win cowger and sebastian primpke,reflectance,reflectance,reflectance,"polymer, minerals, organic materials",polyolefins (polyalkenes),poly(propylene),plastic,1711,495,NA,17.11,495,256.055,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,171.1,1711,941.05
541,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-5_A_40,40,black,Non-Fiber,Black,0,0,0,0.244,1.009,0.484,0,Y,SDC-SF-2-N-4_S1-5_A_40.SPA,Y,1,MDPE,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,1009,484,NA,10.09,484,247.045,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,100.9,1009,554.95
542,Poly(vinyl acetate),film,POLY(VINYL ACETATE),film,SDC,Stormflow,1,RB,Outside Thalweg_1,0.67,SF-4,SDC-SF-4-N-1,SDC-SF-4,SDC-SF-4-N-1_S1-1_B_16,16,black,Non-Fiber,Black,0,0,0,0.833,1.349,0.864,0,Y,SDC-SF-4-N-1_S1-1_B_16.SPA,Y,1,poly(vinyl_acetate),Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyvinylesters,POLY(VINYL ACETATE),plastic,1349,864,NA,1.349,134.9,68.1245,1.19E-09,1.16E-09,1.22E-09,1.17E-09,1.21E-09,134.9,1349,741.95
543,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.67,SF-4,SDC-SF-4-N-1,SDC-SF-4,SDC-SF-4-N-1_S1-2_A_3,3,blue,Non-Fiber,Blue,0,0,0,0.5,1.095,0.737,0,Y,SDC-SF-4-N-1_S1-2_A_3.SPA,Y,0.9,LDPE,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,1095,737,NA,10.95,1095,552.975,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,109.5,1095,602.25
544,other plastic,fragment,OTHER PLASTIC,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.67,SF-4,SDC-SF-4-N-1,SDC-SF-4,SDC-SF-4-N-1_S1-3_A_7,7,gray,Non-Fiber,Black,0,"very thin particle, can be compressed",done,1.389,2.154,1.058,0,Y,SDC-SF-4-N-1_S1-3_A_7.SPA,Y,0.9,Rubber,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,OTHER PLASTIC,0,plastic,2154,1058,NA,21.54,1058,539.77,1.38E-09,1.34E-09,1.42E-09,1.36E-09,1.41E-09,215.4,2154,1184.7
545,other plastic,fragment,OTHER PLASTIC,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.67,SF-4,SDC-SF-4-N-1,SDC-SF-4,SDC-SF-4-N-1_S1-4_A_14,14,green,Non-Fiber,Green,0,"breaks easily, transparent",0,0.487,1.052,0.831,0,Y,SDC-SF-4-N-1_S1-4_A_14.SPA,Y,0.7,Rubber,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,OTHER PLASTIC,0,plastic,1052,831,NA,10.52,1052,531.26,1.38E-09,1.34E-09,1.42E-09,1.36E-09,1.41E-09,105.2,1052,578.6
546,PET,fragment,POLY(ETHYLENE TEREPHTHALATE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.67,SF-4,SDC-SF-4-N-1,SDC-SF-4,SDC-SF-4-N-1_S1-4_A_15,15,gray,Non-Fiber,Black,0,looks uniform throughout,done,0.000123,1.587,1.009,3.872,Y,SDC-SF-4-N-1_S1-4_A_15.SPA,Y,0.9,polytehylene_terephthalate,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,1587,1009,NA,15.87,1587,801.435,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,158.7,1587,872.85
547,polystyrene,foam,POLYSTYRENE,foam,SDC,Stormflow,1,RB,Outside Thalweg_1,0.67,SF-4,SDC-SF-4-N-1,SDC-SF-4,SDC-SF-4-N-1_S1-5_A_24,24,white,Non-Fiber,White,0,0,0,4.052,3.351,2.025,0,Y,SDC-SF-4-N-1_S1-5_A_24.SPA,Y,0.9,EPS,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,"POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)",POLYSTYRENE,plastic,3351,2025,NA,33.51,3351,1692.255,3.10E-11,1.20E-11,5.00E-11,1.86E-11,4.34E-11,335.1,3351,1843.05
548,PET,fragment,POLY(ETHYLENE TEREPHTHALATE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.67,SF-4,SDC-SF-4-N-1,SDC-SF-4,SDC-SF-4-N-1_S1-5_A_27,27,green,Non-Fiber,Green,0,0,0,0.352,1.772,0.551,0,Y,SDC-SF-4-N-2_S0-0_A_27.SPA,Y,0.7,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,1772,551,NA,17.72,551,284.36,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,177.2,1772,974.6
