Material,Morphology,Material (Raw Data),Morphology (Raw Data),Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,plastic_or_not,Length (microns),Width (microns),Min Projected Height (microns),Max Projected Height (microns),Projected Height (microns),Density (mg/microns3),5% Density (mg/microns3),95% Density (mg/microns3),10% Density (mg/microns3),90% Density (mg/microns3),Min Projected Width (microns),Max Projected Width (microns),Projected Width (microns)
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_C_33,33,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",0,0.103,0.717,0.357,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717,357,7.17,357,182.085,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,71.7,717,394.35
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_C_35,35,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.192,1.48,0.357,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1480,357,14.8,357,185.9,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,148,1480,814
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_C_36,36,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.298,0.845,0.569,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,569,8.45,845,426.725,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,84.5,845,464.75
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_C_39,39,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",0,0.097,0.719,0.266,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,266,7.19,266,136.595,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,71.9,719,395.45
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_D_4,4,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.148,0.739,0.399,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,399,7.39,739,373.195,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.9,739,406.45
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_D_9,9,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",done,0.045,0.7,0.269,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,269,7,269,138,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,70,700,385
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_D_16,16,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.139,0.668,0.363,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668,363,6.68,668,337.34,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,66.8,668,367.4
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_D_25,25,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.098,0.606,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,286,6.06,286,146.03,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,60.6,606,333.3
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_D_30,30,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",done,0.104,0.499,0.404,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,404,4.99,499,251.995,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,49.9,499,274.45
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_E_1,1,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",0,0.031,0.474,0.154,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,154,4.74,154,79.37,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,47.4,474,260.7
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_E_3,3,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.094,0.881,0.219,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881,219,8.81,219,113.905,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,88.1,881,484.55
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_E_8,8,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",0,0.145,0.798,0.386,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,386,7.98,386,196.99,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,79.8,798,438.9
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_E_9,9,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.135,0.698,0.363,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,363,6.98,698,352.49,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,69.8,698,383.9
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_E_12,12,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",0,0.067,0.442,0.283,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,283,4.42,442,223.21,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,44.2,442,243.1
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_E_23,23,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.168,0.884,0.287,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884,287,8.84,287,147.92,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,88.4,884,486.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_E_25,25,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.105,0.52,0.313,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,313,5.2,520,262.6,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,52,520,286
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.24,DF-1,SAD-DF-1-N-3,SAD-DF-1,SAD-DF-1-N-3_S0-0_D_3,3,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.213,0.853,0.395,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853,395,8.53,395,201.765,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,85.3,853,469.15
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.24,DF-1,SAD-DF-1-N-3,SAD-DF-1,SAD-DF-1-N-3_S0-0_D_4,4,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.091,0.695,0.246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695,246,6.95,246,126.475,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,69.5,695,382.25
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.24,DF-1,SAD-DF-1-N-3,SAD-DF-1,SAD-DF-1-N-3_S0-0_D_6,6,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.209,1.234,0.344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1234,344,12.34,344,178.17,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,123.4,1234,678.7
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.24,DF-1,SAD-DF-1-N-3,SAD-DF-1,SAD-DF-1-N-3_S0-0_D_8,8,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make  dents in the particle.",0,0.206,0.694,0.453,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694,453,6.94,694,350.47,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,69.4,694,381.7
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.24,DF-1,SAD-DF-1-N-3,SAD-DF-1,SAD-DF-1-N-3_S0-0_D_13,13,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.168,0.66,0.384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,384,6.6,660,333.3,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,66,660,363
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.24,DF-1,SAD-DF-1-N-3,SAD-DF-1,SAD-DF-1-N-3_S0-0_D_17,17,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.149,0.564,0.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,420,5.64,564,284.82,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,56.4,564,310.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_D_3,3,black,Non-Fiber,Black,0,0,0,0.098,0.51,0.316,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,316,5.1,510,257.55,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,51,510,280.5
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_D_6,6,black,Non-Fiber,Black,0,0,0,0.061,0.957,0.177,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,177,9.57,177,93.285,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,95.7,957,526.35
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_D_10,10,black,Non-Fiber,Black,0,0,0,0.076,1.168,0.545,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168,545,11.68,545,278.34,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,116.8,1168,642.4
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_D_17,17,black,Non-Fiber,Black,0,0,0,0.074,0.71,0.187,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,187,7.1,187,97.05,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,71,710,390.5
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_D_19,19,black,Non-Fiber,Black,0,0,0,0.167,0.923,0.424,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923,424,9.23,424,216.615,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,92.3,923,507.65
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_D_22,22,black,Non-Fiber,Black,0,0,0,1.411,1.91,1.171,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,1171,19.1,1910,964.55,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,191,1910,1050.5
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_D_23,23,black,Non-Fiber,Black,0,0,0,0.086,0.62,0.246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,246,6.2,246,126.1,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,62,620,341
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_F_6,6,black,Non-Fiber,Black,0,0,0,0.075,0.544,0.291,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,291,5.44,544,274.72,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,54.4,544,299.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_F_19,19,black,Non-Fiber,Black,0,0,0,0.163,1.059,0.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1059,520,10.59,520,265.295,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,105.9,1059,582.45
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_F_24,24,black,Non-Fiber,Black,0,0,0,0.033,0.622,0.279,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,279,6.22,279,142.61,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,62.2,622,342.1
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_A_28,28,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.193,0.832,0.466,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832,466,8.32,832,420.16,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,83.2,832,457.6
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_A_31,31,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.121,0.614,0.314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,314,6.14,614,310.07,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,61.4,614,337.7
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_A_54,54,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",0,0.214,1.445,0.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445,560,14.45,560,287.225,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,144.5,1445,794.75
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_A_56,56,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.103,0.484,0.344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,344,4.84,484,244.42,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,48.4,484,266.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_A_58,58,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.117,0.54,0.317,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,317,5.4,540,272.7,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,54,540,297
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_A_59,59,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.183,0.662,0.523,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,523,6.62,662,334.31,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,66.2,662,364.1
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_B_7,7,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.162,0.811,0.343,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,811,343,8.11,343,175.555,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,81.1,811,446.05
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_B_11,11,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",0,0.066,0.566,0.264,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,264,5.66,264,134.83,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,56.6,566,311.3
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_B_15,15,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.06,0.483,0.192,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483,192,4.83,192,98.415,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,48.3,483,265.65
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_B_17,17,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.136,0.595,0.391,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,391,5.95,595,300.475,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,59.5,595,327.25
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_B_23,23,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.11,0.667,0.279,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667,279,6.67,279,142.835,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,66.7,667,366.85
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.195,DF-2,SAD-DF-2-N-2,SAD-DF-2,SAD-DF-2-N-2_S0-0_A_16,16,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.151,0.778,0.404,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,404,7.78,778,392.89,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,77.8,778,427.9
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.195,DF-2,SAD-DF-2-N-2,SAD-DF-2,SAD-DF-2-N-2_S0-0_A_24,24,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.068,0.444,0.264,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,264,4.44,444,224.22,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,44.4,444,244.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.195,DF-2,SAD-DF-2-N-2,SAD-DF-2,SAD-DF-2-N-2_S0-0_A_25,25,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",0,0.049,0.859,0.298,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859,298,8.59,298,153.295,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,85.9,859,472.45
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.195,DF-2,SAD-DF-2-N-2,SAD-DF-2,SAD-DF-2-N-2_S0-0_A_28,28,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.169,0.868,0.311,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,868,311,8.68,311,159.84,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,86.8,868,477.4
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.17,DF-2,SAD-DF-2-N-3,SAD-DF-2,SAD-DF-2-N-3_S0-0_A_2,2,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.062,0.502,0.235,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,235,5.02,235,120.01,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,50.2,502,276.1
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.17,DF-2,SAD-DF-2-N-3,SAD-DF-2,SAD-DF-2-N-3_S0-0_A_3,3,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.327,1.189,0.476,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189,476,11.89,476,243.945,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,118.9,1189,653.95
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.17,DF-2,SAD-DF-2-N-3,SAD-DF-2,SAD-DF-2-N-3_S0-0_A_4,4,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.094,0.743,0.201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743,201,7.43,201,104.215,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,74.3,743,408.65
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.17,DF-2,SAD-DF-2-N-3,SAD-DF-2,SAD-DF-2-N-3_S0-0_A_19,19,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.095,0.708,0.26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,260,7.08,260,133.54,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,70.8,708,389.4
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.17,DF-2,SAD-DF-2-N-3,SAD-DF-2,SAD-DF-2-N-3_S0-0_B_17,17,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.09,0.509,0.341,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,341,5.09,509,257.045,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,50.9,509,279.95
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.17,DF-2,SAD-DF-2-N-3,SAD-DF-2,SAD-DF-2-N-3_S0-0_B_18,18,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.153,0.637,0.41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,410,6.37,637,321.685,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,63.7,637,350.35
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.17,DF-2,SAD-DF-2-N-3,SAD-DF-2,SAD-DF-2-N-3_S0-0_B_19,19,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.157,0.589,0.355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589,355,5.89,589,297.445,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,58.9,589,323.95
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.17,DF-2,SAD-DF-2-N-3,SAD-DF-2,SAD-DF-2-N-3_S0-0_C_9,9,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.063,0.542,0.224,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542,224,5.42,224,114.71,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,54.2,542,298.1
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.17,DF-2,SAD-DF-2-N-3,SAD-DF-2,SAD-DF-2-N-3_S0-0_C_17,17,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.077,0.715,0.209,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715,209,7.15,209,108.075,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,71.5,715,393.25
