Material,Morphology,Material (Raw Data),Morphology (Raw Data),Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,plastic_or_not,Length (microns),Width (microns),Min Projected Height (microns),Max Projected Height (microns),Projected Height (microns),Density (mg/microns3),5% Density (mg/microns3),95% Density (mg/microns3),10% Density (mg/microns3),90% Density (mg/microns3),Min Projected Width (microns),Max Projected Width (microns),Projected Width (microns) 
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_S_38,38,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.389,0.943,0.562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943,562,9.43,943,476.215,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,94.3,943,518.65
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_S_43,43,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.125,0.442,0.405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,405,4.42,442,223.21,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,44.2,442,243.1
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_S_46,46,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.111,0.63,0.353,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,353,6.3,630,318.15,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,63,630,346.5
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_S_47,47,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.303,0.961,0.455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961,455,9.61,455,232.305,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,96.1,961,528.55
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_S_52,52,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.492,1.119,0.736,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1119,736,11.19,1119,565.095,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,111.9,1119,615.45
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_S_53,53,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.508,1.152,0.823,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152,823,11.52,1152,581.76,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,115.2,1152,633.6
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_S_55,55,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.347,1.313,0.438,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313,438,13.13,438,225.565,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,131.3,1313,722.15
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_S_56,56,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.422,1.7,0.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,430,17,430,223.5,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,170,1700,935
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_S_60,60,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.558,1.467,0.765,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1467,765,14.67,1467,740.835,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,146.7,1467,806.85
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_S_61,61,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.14,0.748,0.298,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748,298,7.48,298,152.74,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,74.8,748,411.4
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_S_64,64,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.402,1.044,0.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1044,540,10.44,1044,527.22,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,104.4,1044,574.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_S_67,67,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.115,0.535,0.418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,418,5.35,535,270.175,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,53.5,535,294.25
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_S_68,68,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.33,0.823,0.653,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,653,8.23,823,415.615,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,82.3,823,452.65
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_3,3,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.203,0.667,0.549,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667,549,6.67,667,336.835,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,66.7,667,366.85
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_8,8,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.356,1.397,0.538,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1397,538,13.97,538,275.985,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,139.7,1397,768.35
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_17,17,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.099,0.486,0.344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,344,4.86,486,245.43,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,48.6,486,267.3
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_25,25,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.177,0.715,0.481,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715,481,7.15,715,361.075,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,71.5,715,393.25
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_26,26,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.129,0.85,0.345,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,345,8.5,345,176.75,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,85,850,467.5
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_29,29,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.181,0.6,0.46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,460,6,600,303,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,60,600,330
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_32,32,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,1.766,2.024,1.356,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1356,20.24,2024,1022.12,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,202.4,2024,1113.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_33,33,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.957,1.578,1.007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1578,1007,15.78,1578,796.89,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,157.8,1578,867.9
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_34,34,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.363,1.125,0.629,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125,629,11.25,1125,568.125,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,112.5,1125,618.75
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_35,35,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.334,1.043,0.759,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043,759,10.43,1043,526.715,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,104.3,1043,573.65
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_36,36,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.2,1.119,0.27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1119,270,11.19,270,140.595,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,111.9,1119,615.45
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_37,37,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.206,0.838,0.422,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838,422,8.38,422,215.19,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,83.8,838,460.9
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_38,38,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.401,0.997,0.569,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,997,569,9.97,997,503.485,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,99.7,997,548.35
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_39,39,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.389,1.024,0.664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1024,664,10.24,1024,517.12,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,102.4,1024,563.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_40,40,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.419,1.069,0.512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1069,512,10.69,512,261.345,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,106.9,1069,587.95
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_42,42,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.354,1.003,0.617,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003,617,10.03,1003,506.515,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,100.3,1003,551.65
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_43,43,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.191,0.691,0.484,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,484,6.91,691,348.955,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,69.1,691,380.05
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_44,44,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.463,1.064,0.809,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064,809,10.64,1064,537.32,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,106.4,1064,585.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_48,48,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.263,0.767,0.501,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767,501,7.67,767,387.335,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,76.7,767,421.85
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_49,49,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.458,1.196,0.642,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1196,642,11.96,1196,603.98,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,119.6,1196,657.8
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_50,50,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.327,0.86,0.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,550,8.6,860,434.3,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,86,860,473
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_51,51,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.309,0.774,0.602,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774,602,7.74,774,390.87,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,77.4,774,425.7
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_52,52,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.278,0.771,0.496,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771,496,7.71,771,389.355,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,77.1,771,424.05
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_53,53,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.325,0.833,0.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,560,8.33,833,420.665,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,83.3,833,458.15
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_54,54,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.233,0.75,0.451,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,451,7.5,750,378.75,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,75,750,412.5
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_56,56,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.137,0.537,0.351,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,351,5.37,537,271.185,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,53.7,537,295.35
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_58,58,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.166,0.572,0.447,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,447,5.72,572,288.86,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,57.2,572,314.6
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_60,60,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.203,0.774,0.409,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774,409,7.74,774,390.87,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,77.4,774,425.7
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_61,61,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.198,0.881,0.363,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881,363,8.81,363,185.905,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,88.1,881,484.55
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_62,62,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.303,0.82,0.526,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,526,8.2,820,414.1,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,82,820,451
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_63,63,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.219,0.755,0.505,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,505,7.55,755,381.275,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,75.5,755,415.25
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_64,64,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.152,0.637,0.497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,497,6.37,637,321.685,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,63.7,637,350.35
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_T_65,65,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.141,0.691,0.369,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,369,6.91,691,348.955,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,69.1,691,380.05
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_U_1,1,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.225,0.797,0.467,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797,467,7.97,797,402.485,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,79.7,797,438.35
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_U_4,4,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.208,0.625,0.522,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,522,6.25,625,315.625,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,62.5,625,343.75
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_U_5,5,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.119,0.505,0.368,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,368,5.05,505,255.025,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,50.5,505,277.75
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_U_6,6,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.371,0.969,0.694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969,694,9.69,969,489.345,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,96.9,969,532.95
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_U_9,9,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.157,0.502,0.453,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,453,5.02,502,253.51,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,50.2,502,276.1
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_U_10,10,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.174,0.732,0.376,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,376,7.32,732,369.66,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.2,732,402.6
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_U_12,12,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.156,0.615,0.372,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615,372,6.15,615,310.575,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,61.5,615,338.25
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_U_13,13,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.15,0.834,0.342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834,342,8.34,342,175.17,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,83.4,834,458.7
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_U_15,15,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.146,0.719,0.416,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,416,7.19,719,363.095,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,71.9,719,395.45
