X,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,a,b,c,CSF,Deqi,particle.density_mean,W_adj_mean,Rouse_adj_mean,particle.density_10,W_adj_10,Rouse_adj_10,particle.density_90,W_adj_90,Rouse_adj_90
428,PET,fragment,POLY(ETHYLENE TEREPHTHALATE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_A_27,27,orange,Non-Fiber,Yellow,0.002472,0.000957,0.00049086,0.319137208,0.001051089,1450,0.049773087,1.422501645,1440,0.049109428,1.403534453,1460,0.050430898,1.441301709
429,PP,fragment,poly(propylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_A_28,28,black,Non-Fiber,Black,0.002476,0.001102,0.00056338,0.34106355,0.001154103,1000,0.002159377,0.061714412,999,0.001424657,0.040716328,1000,0.002159377,0.061714412
430,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_A_31,31,white,Non-Fiber,White,0.002003,0.001052,0.001011515,0.696825416,0.001286934,1010,0.010598436,0.302900493,751,-0.039111543,-1.117797544,1270,0.068940491,1.97030099
431,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_A_32,32,blue,Non-Fiber,Blue,0.000989,0.000741,0.000499445,0.5834188,0.000715321,1010,0.005955403,0.170203839,751,-0.021022253,-0.600810427,1270,0.038738584,1.107138479
432,Polyesters,fragment,POLYESTERS,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_A_34,34,blue,Non-Fiber,Blue,0.00065,0.000495,0.00032825,0.578689306,0.000472688,1010,0.004254506,0.121592654,751,-0.013025951,-0.372278226,1270,0.027674624,0.790933432
433,Poly(2-hydroxyethyl methacrylate),fragment,POLY(2-HYDROXYETHYL METHACRYLATE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_A_35,35,pink,Non-Fiber,Red,0.000726,0.000272,0.00013963,0.314214321,0.000302107,1250,0.0128091,0.366080688,1230,0.012189084,0.348360805,1270,0.013409718,0.383246182
434,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_A_39,39,black,Non-Fiber,Black,0.002213,0.001479,0.001117565,0.617729011,0.001540781,1010,0.011386592,0.325425779,751,-0.044700922,-1.277540522,1270,0.074067271,2.116823013
435,other plastic,fragment,OTHER PLASTIC,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_A_40,40,blue,Non-Fiber,Blue,0.000383,0.000213,0.000193415,0.677175073,0.000250817,1380,0.022457278,0.641823049,1360,0.02174424,0.621444622,1410,0.023499435,0.67160763
436,other plastic,fragment,other plastic,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_A_41,41,blue,Non-Fiber,Blue,0.001175,0.000608,0.000593375,0.702034608,0.000751202,1380,0.055191502,1.577358537,1360,0.053439125,1.527276064,1410,0.057752731,1.650557782
437,Polyamides (POLYLACTAMS),fragment,POLYAMIDES (POLYLACTAMS),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_A_42,42,white,Non-Fiber,White,0.003729,0.003278,0.001883145,0.538620768,0.002844647,1150,0.078580045,2.24579688,886,-0.044619915,-1.275225357,1400,0.140845102,4.025315755
438,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_A_43,43,green,Non-Fiber,Green,0.000932,0.000645,0.00047066,0.60704303,0.000656489,1010,0.005694245,0.162740002,751,-0.019260754,-0.550467266,1270,0.037039806,1.058587868
439,PP,fragment,POLY(PROPYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_A_46,46,green,Non-Fiber,Green,0.001164,0.000292,0.00015182,0.260412047,0.000372296,1000,0.000742914,0.021232299,999,0.000490141,0.014008094,1000,0.000742914,0.021232299
440,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_A_48,48,blue,Non-Fiber,Blue,0.000731,0.000467,0.000369155,0.631817464,0.000501358,1010,0.004701056,0.134354938,751,-0.014187638,-0.405478944,1270,0.030579334,0.873949277
441,Polyesters,fragment,POLYESTERS,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_B_11,11,blue,Non-Fiber,Blue,0.001374,0.000373,0.00019337,0.270110406,0.000462766,1010,0.002648112,0.07568234,751,-0.011759352,-0.336079166,1270,0.017225385,0.492296952
442,Polyesters,fragment,POLYESTERS,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_B_13,13,blue,Non-Fiber,Blue,0.000869,0.000371,0.000189845,0.334350764,0.000394092,1010,0.002646804,0.075644961,751,-0.00975694,-0.27885075,1270,0.017216878,0.492053812
443,Polyesters,fragment,POLYESTERS,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_B_16,16,green,Non-Fiber,Green,0.000812,5.00E-04,0.00041006,0.643553106,0.00055012,1010,0.005119637,0.146317882,751,-0.015895379,-0.454285722,1270,0.033302113,0.951765592
444,PP,fragment,POLY(PROPYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_B_20,20,white,Non-Fiber,White,0.000648,0.000573,0.00032724,0.537033738,0.000495297,1000,0.001441202,0.041189164,999,0.000950839,0.027174714,1000,0.001441202,0.041189164
445,other plastic,fragment,OTHER PLASTIC,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_B_31,31,black,Non-Fiber,Black,0.001448,0.000708,0.00036124,0.356775418,0.000718124,1380,0.035468916,1.013692232,1360,0.034342748,0.981506643,1410,0.037114894,1.060733856
446,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_B_36,36,black,Non-Fiber,Black,0.00245,0.000973,0.00049875,0.323030438,0.001059385,1010,0.005718887,0.163444286,751,-0.029097596,-0.831601584,1270,0.037200102,1.063169082
447,other plastic,fragment,OTHER PLASTIC,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_B_39,39,blue,Non-Fiber,Blue,0.00144,0.000707,0.0003607,0.357482832,0.000716104,1380,0.035431172,1.012613508,1360,0.034306202,0.980462169,1410,0.037075398,1.059605072
449,Polyamides (POLYLACTAMS),fragment,POLYAMIDES (POLYLACTAMS),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_C_9,9,white,Non-Fiber,White,0.001753,0.000996,0.000885265,0.669965851,0.001156214,1150,0.043589498,1.245776321,886,-0.020792888,-0.594255242,1400,0.078128835,2.232901425
450,EVA,fragment,ETHYLENE-VINYL ACETATE,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_C_19,19,green,Non-Fiber,Green,0.000571,0.000423,0.000288355,0.586731289,0.000411435,939,-0.0035336,-0.100989341,934,-0.003777565,-0.107961821,944,-0.003284816,-0.093879168
451,CA,fragment,CELLULOSE ACETATE,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_C_22,22,brown,Non-Fiber,Black,0.001148,0.000323,0.00016724,0.274642633,0.000395817,1300,0.016348368,0.467232017,1280,0.015689882,0.44841269,1320,0.016989623,0.485558938
452,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_C_24,24,orange,Non-Fiber,Yellow,0.000514,0.000307,0.00025957,0.653437042,0.000344709,1330,0.026060351,0.744797946,1330,0.026060351,0.744797946,1330,0.026060351,0.744797946
453,Polyurethanes (isocyanates),fragment,POLYURETHANES (ISOCYANATES),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_C_28,28,green,Non-Fiber,Green,0.00064,0.000319,0.0001627,0.360082673,0.000321454,1190,0.012408839,0.354641346,1190,0.012408839,0.354641346,1190,0.012408839,0.354641346
454,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_C_39,39,white,Non-Fiber,White,0.000856,0.000516,0.00043228,0.650434262,0.000575833,1010,0.005344183,0.152735337,751,-0.016796771,-0.480047268,1270,0.034762734,0.993509726
455,other plastic,fragment,OTHER PLASTIC,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_D_6,6,gray,Non-Fiber,Black,0.001197,0.000434,0.000222985,0.309373927,0.000487476,1380,0.023883851,0.682594142,1360,0.023125518,0.660921198,1410,0.02499221,0.714270755
456,CA,fragment,CELLULOSE ACETATE,fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_A_6,6,black,Non-Fiber,Black,0.002431,0.000547,0.000285655,0.247716929,0.000724221,1300,0.024916569,0.304711574,1280,0.023912971,0.292438299,1320,0.025893908,0.316663718
457,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_A_7,7,black,Non-Fiber,Black,0.000893,0.000375,0.000191965,0.3317269,0.000400591,1010,0.002669021,0.032640192,751,-0.009958307,-0.121782869,1270,0.017361394,0.212317262
458,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_B_11,11,black,Non-Fiber,Black,0.000612,0.000245,0.00012556,0.324259384,0.000266025,1010,0.001897563,0.023205819,751,-0.005680378,-0.069466903,1270,0.012343229,0.150948742
459,PET,film,POLY(ETHYLENE TEREPHTHALATE),film,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_B_35,35,clear,Non-Fiber,Transparent,0.002337,0.001508,0.000118019,0.062866613,0.000746455,1450,0.014280762,0.17464336,1440,0.014090347,0.17231472,1460,0.014469499,0.176951481
461,PP,fragment,POLY(PROPYLENE),fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_38,38,black,Non-Fiber,Black,0.000987,0.000477,0.000243435,0.354785003,0.000485743,1000,0.00110646,0.013531202,999,0.000729991,0.008927264,1000,0.00110646,0.013531202
462,other plastic,fragment,OTHER PLASTIC,fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_H_13,13,gray,Non-Fiber,Black,0.000758,0.000536,0.00038279,0.600542277,0.000537772,1380,0.038464164,0.470388828,1360,0.037242894,0.455453583,1410,0.04024914,0.492217794
463,PET,fragment,POLY(ETHYLENE TEREPHTHALATE),fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_7,7,blue,Non-Fiber,Blue,0.000638,0.000298,0.00015219,0.349033929,0.000307002,1450,0.019621402,0.239955516,1440,0.019359776,0.236756025,1460,0.019880722,0.243126816
464,polystyrene,foam,POLYSTYRENE,foam,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_10,10,white,Non-Fiber,White,0.002178,0.001162,0.00109989,0.6913807,0.001406709,31,-0.099656472,-1.218726383,18.6,-0.100420908,-1.228074883,43.4,-0.098887757,-1.209325554
465,polystyrene,foam,POLYSTYRENE,foam,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_23,23,white,Non-Fiber,White,0.002551,0.001703,0.001288255,0.618072304,0.001775452,31,-0.116273026,-1.421934797,18.6,-0.11714072,-1.432546056,43.4,-0.115400336,-1.411262422
466,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_25,25,blue,Non-Fiber,Blue,0.001001,0.000519,0.000505505,0.701333749,0.000640387,1010,0.006087388,0.074444343,751,-0.019235386,-0.235234821,1270,0.039597119,0.484244054
467,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_4,4,black,Non-Fiber,Black,0.000583,0.00045,0.000294415,0.574803493,0.000425873,1010,0.003898147,0.047671512,751,-0.011426921,-0.139742962,1270,0.025356588,0.310092686
468,other plastic,fragment,OTHER PLASTIC,fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_19,19,gray,Non-Fiber,Black,0.000862,0.00043,0.00021931,0.360222283,0.00043319,1380,0.023808738,0.291163598,1360,0.02305279,0.281918907,1410,0.024913611,0.3046754
469,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_33,33,green,Non-Fiber,Green,0.000856,0.000464,0.00043228,0.685913373,0.000555801,1010,0.005363139,0.0655873,751,-0.016274127,-0.199020769,1270,0.034886038,0.426630941
470,Polyesters,fragment,POLYESTERS,fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_32,32,black,Non-Fiber,Black,0.000694,0.000468,0.00035047,0.614961867,0.000484639,1010,0.004501593,0.055051216,751,-0.013555939,-0.165779298,1270,0.02928187,0.358096031
471,Polyesters,fragment,POLYESTERS,fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_39,39,gray,Non-Fiber,Black,0.000403,0.000309,0.000203515,0.576719534,0.000293733,1010,0.002901775,0.035486607,751,-0.0069531,-0.085031373,1270,0.018875409,0.230832559
472,EVA,fragment,ETHYLENE-VINYL ACETATE,fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_32,32,black,Non-Fiber,Black,0.00118,9.00E-04,0.0005959,0.578243989,0.000858551,939,-0.009332704,-0.114132205,934,-0.009900399,-0.121074696,944,-0.008748998,-0.106993901
473,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_35,35,black,Non-Fiber,Black,0.001872,0.000933,0.00047586,0.360068771,0.000940204,1010,0.005547935,0.067847223,751,-0.026200891,-0.320417894,1270,0.036088096,0.441331244
474,PVC,film,POLY(VINYL CHLORIDE),film,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_M_28,28,pink,Non-Fiber,Red,0.000885,0.00034,4.47E-05,0.081474847,0.000237804,1330,0.005552463,0.067902602,1330,0.005552463,0.067902602,1330,0.005552463,0.067902602
475,EVA,fragment,ETHYLENE-VINYL ACETATE,fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_M_55,55,black,Non-Fiber,Black,0.001344,0.000963,0.00067872,0.596592609,0.00095772,939,-0.01065014,-0.130243486,934,-0.011286406,-0.138024559,944,-0.009995283,-0.122235066
476,PET,fragment,POLY(ETHYLENE TEREPHTHALATE),fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_N_24,24,pink,Non-Fiber,Red,0.000907,0.000675,0.000458035,0.585387083,0.000654541,1450,0.049035631,0.599670212,1440,0.048381806,0.591674397,1460,0.049683696,0.607595573
477,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_N_33,33,black,Non-Fiber,Black,0.000532,0.000398,0.00026866,0.58385588,0.000384591,1010,0.003626645,0.044351244,751,-0.010045483,-0.122848972,1270,0.02359053,0.288495074
479,PP,fragment,POLY(PROPYLENE),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-1_A_9,9,black,Non-Fiber,Black,0.001492,0.001388,0.00075346,0.523577598,0.001159862,1000,0.002803788,0.053650776,999,0.00184981,0.035396312,1000,0.002803788,0.053650776
480,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-1_A_14,14,green,Non-Fiber,Green,0.001154,0.000523,0.00026727,0.344030118,0.00054436,1010,0.003486494,0.066714433,751,-0.014537652,-0.278179509,1270,0.022678875,0.433962691
481,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-1_A_15,15,blue,Non-Fiber,Blue,0.001387,0.000652,0.000332935,0.350104284,0.000670236,1010,0.004161243,0.079625821,751,-0.01840895,-0.352257207,1270,0.027067967,0.517948424
482,Poly(vinyl acetate),fragment,poly(vinyl acetate),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-1_A_17,17,black,Non-Fiber,Black,0.000867,0.000631,0.000437835,0.591951666,0.00062104,1190,0.028317947,0.541866934,1170,0.02650929,0.507258089,1210,0.030052634,0.575060357
483,polystyrene,fragment,POLYSTYRENE,fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-1_A_22,22,white,Non-Fiber,White,0.00137,0.000858,0.00069185,0.638128318,0.000933412,1050,0.018742132,0.358632695,1050,0.018742132,0.358632695,1050,0.018742132,0.358632695
484,polystyrene,fragment,polystyrene,fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-1_A_23,23,white,Non-Fiber,White,0.001738,0.000949,0.00087769,0.683412878,0.001131234,1050,0.022775471,0.435811066,1050,0.022775471,0.435811066,1050,0.022775471,0.435811066
485,polystyrene,fragment,polystyrene,fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-1_A_24,24,green,Non-Fiber,Green,0.000839,0.00061,0.000423695,0.592253234,0.000600779,1050,0.012597724,0.241058781,1050,0.012597724,0.241058781,1050,0.012597724,0.241058781
486,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-1_A_28,28,red,Non-Fiber,Red,0.000713,0.000355,0.000181065,0.359894797,0.000357864,1010,0.002560953,0.04900411,751,-0.008651571,-0.165548735,1270,0.016658436,0.318760944
487,other plastic,fragment,other plastic,fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-1_A_33,33,black,Non-Fiber,Black,0.000737,0.000283,0.000145185,0.317903118,0.000311692,1380,0.016974955,0.324817574,1360,0.016435986,0.314504341,1410,0.017762699,0.33989113
488,PP,fragment,poly(propylene),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-1_A_43,43,gray,Non-Fiber,Black,0.000941,0.00033,0.000169705,0.304538957,0.000374915,1000,0.00082066,0.015703424,999,0.000541434,0.010360396,1000,0.00082066,0.015703424
489,PP,fragment,poly(propylene),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-2_A_8,8,black,Non-Fiber,Black,0.001341,0.000936,0.000677205,0.604460384,0.000947272,1000,0.002599155,0.049735111,999,0.001714803,0.032812936,1000,0.002599155,0.049735111
490,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-2_A_10,10,black,Non-Fiber,Black,0.000613,0.000467,0.000309565,0.578579678,0.000445837,1010,0.004059582,0.077680538,751,-0.012116056,-0.231842014,1270,0.026406688,0.505294789
491,PP,fragment,POLY(PROPYLENE),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-2_A_24,24,black,Non-Fiber,Black,0.000669,0.000525,0.000337845,0.570065535,0.000491399,1000,0.001484342,0.028403036,999,0.0009793,0.018739015,1000,0.001484342,0.028403036
493,CA,fragment,CELLULOSE ACETATE,fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-3_A_1,1,green,Non-Fiber,Green,0.002928,0.002283,0.00147864,0.571905086,0.002146083,1300,0.098158812,1.878279303,1280,0.094205138,1.802625342,1320,0.102009037,1.951953782
494,polystyrene,foam,POLYSTYRENE,foam,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-3_A_3,3,white,Non-Fiber,White,0.002735,0.002022,0.001381175,0.587326326,0.001969378,31,-0.124203028,-2.37663816,18.6,-0.12511968,-2.394178383,43.4,-0.123281041,-2.358995841
495,PET,fragment,POLY(ETHYLENE TEREPHTHALATE),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-3_A_6,6,clear,Non-Fiber,Transparent,0.002612,0.001762,0.00131906,0.614858261,0.001824237,1450,0.114663872,2.194105395,1440,0.11313498,2.16484988,1460,0.116179293,2.223103128
496,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-3_A_9,9,black,Non-Fiber,Black,0.000813,0.000471,0.000410565,0.663477497,0.000539715,1010,0.005135108,0.098260842,751,-0.015625181,-0.29898951,1270,0.033402748,0.639165135
497,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-3_A_11,11,black,Non-Fiber,Black,0.000911,0.000566,0.000460055,0.640681747,0.000619035,1010,0.005611508,0.107376808,751,-0.018200079,-0.348260456,1270,0.036501626,0.698462487
498,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-4_A_7,7,green,Non-Fiber,Green,0.00071,0.000602,0.00035855,0.548431393,0.000535141,1010,0.004549569,0.087056486,751,-0.015005921,-0.287139887,1270,0.029593944,0.566283265
499,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-4_A_10,10,blue,Non-Fiber,Blue,0.000982,0.000161,8.54E-05,0.21480285,0.000238131,1010,0.001356434,0.025955507,751,-0.00470193,-0.089971922,1270,0.008823304,0.168834854
500,Polyesters,fragment,POLYESTERS,fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-4_A_13,13,red,Non-Fiber,Red,0.000963,0.000477,0.000243315,0.359001737,0.000481694,1010,0.003243375,0.06206233,751,-0.012617158,-0.241430663,1270,0.021097441,0.403701784
501,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-4_A_14,14,gray,Non-Fiber,Black,0.002519,0.001808,0.001272095,0.596082331,0.001796037,1010,0.012599647,0.241095581,751,-0.05055169,-0.967311973,1270,0.081957927,1.568273649
502,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-4_A_21,21,green,Non-Fiber,Green,0.000604,0.000432,0.00030502,0.597128739,0.000430146,1010,0.004020279,0.076928462,751,-0.0116375,-0.2226848,1270,0.026151028,0.500402699
